Date,Country,Commodity,Price
2025-12-27,Portugal,Power Spot,80.12
2025-12-28,Portugal,Power Spot,78.94
2025-12-29,Portugal,Power Spot,107.2
2025-12-30,Portugal,Power Spot,91.23
2025-12-31,Portugal,Power Spot,97.82
2026-01-01,Portugal,Power Spot,81.87
2026-01-02,Portugal,Power Spot,82.94
2026-01-03,Portugal,Power Spot,88.43
2026-01-04,Portugal,Power Spot,66.78
2026-01-05,Portugal,Power Spot,95.44
2026-01-06,Portugal,Power Spot,63.07
2026-01-07,Portugal,Power Spot,102.33
2026-01-08,Portugal,Power Spot,81.79
2026-01-09,Portugal,Power Spot,53.43
2026-01-10,Portugal,Power Spot,73.23
2026-01-11,Portugal,Power Spot,80.63
2026-01-12,Portugal,Power Spot,88.51
2026-01-13,Portugal,Power Spot,95.69
2026-01-14,Portugal,Power Spot,117.77
2026-01-15,Portugal,Power Spot,106.41
2026-01-16,Portugal,Power Spot,118.99
2026-01-17,Portugal,Power Spot,127.24
2026-01-18,Portugal,Power Spot,118.39
2026-01-19,Portugal,Power Spot,129.06
2026-01-20,Portugal,Power Spot,102.13
2026-01-21,Portugal,Power Spot,82.38
2026-01-22,Portugal,Power Spot,59.84
2026-01-23,Portugal,Power Spot,38.4
2026-01-24,Portugal,Power Spot,21.04
2026-01-25,Portugal,Power Spot,11.25
2026-01-26,Portugal,Power Spot,34.13
2026-01-27,Portugal,Power Spot,28.82
2026-01-28,Portugal,Power Spot,27.46
2026-01-29,Portugal,Power Spot,19.32
2026-01-30,Portugal,Power Spot,4.52
2026-01-31,Portugal,Power Spot,5.48
2026-02-01,Portugal,Power Spot,1.04
2026-02-02,Portugal,Power Spot,4.46
2026-02-03,Portugal,Power Spot,10.72
2026-02-04,Portugal,Power Spot,8.2
2026-02-05,Portugal,Power Spot,2.01
2026-02-06,Portugal,Power Spot,5.22
2026-02-07,Portugal,Power Spot,0.54
2026-02-08,Portugal,Power Spot,0.8
2026-02-09,Portugal,Power Spot,3.25
2026-02-10,Portugal,Power Spot,1.82
2026-02-11,Portugal,Power Spot,0.34
2026-02-12,Portugal,Power Spot,5.76
2026-02-13,Portugal,Power Spot,1.07
2026-02-14,Portugal,Power Spot,2.13
2026-02-15,Portugal,Power Spot,0.91
2026-02-16,Portugal,Power Spot,3.5
2026-02-17,Portugal,Power Spot,8.72
2026-02-18,Portugal,Power Spot,5.11
2026-02-19,Portugal,Power Spot,14.82
2026-02-20,Portugal,Power Spot,30.12
2026-02-21,Portugal,Power Spot,24.8
2026-02-22,Portugal,Power Spot,16.96
2026-02-23,Portugal,Power Spot,33.67
2026-02-24,Portugal,Power Spot,17.32
2026-02-25,Portugal,Power Spot,30.77
2026-02-26,Portugal,Power Spot,29.02
2026-02-27,Portugal,Power Spot,21.25
2026-02-28,Portugal,Power Spot,13.74
2026-03-01,Portugal,Power Spot,15.08
2026-03-02,Portugal,Power Spot,18.39
2026-03-03,Portugal,Power Spot,28.43
2026-03-04,Portugal,Power Spot,56.4
2026-03-05,Portugal,Power Spot,86.44
2026-03-06,Portugal,Power Spot,63.24
2026-03-07,Portugal,Power Spot,62.57
2026-03-08,Portugal,Power Spot,73.29
2026-03-09,Portugal,Power Spot,110.93
2026-03-10,Portugal,Power Spot,131.79
2026-03-11,Portugal,Power Spot,100.71
2026-03-12,Portugal,Power Spot,72.9
2026-03-13,Portugal,Power Spot,38.02
2026-03-14,Portugal,Power Spot,14.39
2026-03-15,Portugal,Power Spot,6.44
2026-03-16,Portugal,Power Spot,37.18
2026-03-17,Portugal,Power Spot,45.76
2026-03-18,Portugal,Power Spot,28.67
2026-03-19,Portugal,Power Spot,24.95
2026-03-20,Portugal,Power Spot,37.57
2026-03-21,Portugal,Power Spot,41.47
2026-03-22,Portugal,Power Spot,28.24
2026-03-23,Portugal,Power Spot,33.81
2026-03-24,Portugal,Power Spot,53.65
2026-03-25,Portugal,Power Spot,19.1
2026-03-26,Portugal,Power Spot,5.02
2026-03-27,Portugal,Power Spot,9.04
2026-03-28,Portugal,Power Spot,3.03
2026-03-29,Portugal,Power Spot,0.18
2026-03-30,Portugal,Power Spot,10.58
2026-03-31,Portugal,Power Spot,7.58
2026-04-01,Portugal,Power Spot,5.53
2026-04-02,Portugal,Power Spot,5.84
2026-04-03,Portugal,Power Spot,14.44
2026-04-04,Portugal,Power Spot,21.21
2026-04-05,Portugal,Power Spot,23.15
2026-04-06,Portugal,Power Spot,19.39
2026-04-07,Portugal,Power Spot,32.08
2026-04-08,Portugal,Power Spot,62.01
2026-04-09,Portugal,Power Spot,52.27
2026-04-10,Portugal,Power Spot,44.39
2026-04-11,Portugal,Power Spot,28.91
2026-04-12,Portugal,Power Spot,10.44
2026-04-13,Portugal,Power Spot,23.88
2026-04-14,Portugal,Power Spot,47.41
2026-04-15,Portugal,Power Spot,60.55
2026-04-16,Portugal,Power Spot,69.65
2026-04-17,Portugal,Power Spot,70.87
2026-04-18,Portugal,Power Spot,46.56
2026-04-19,Portugal,Power Spot,36.22
2019-01-01,Spain,Power Spot,63.45
2019-01-02,Spain,Power Spot,60.54
2019-01-03,Spain,Power Spot,64.01
2019-01-04,Spain,Power Spot,66.84
2019-01-05,Spain,Power Spot,65.33
2019-01-06,Spain,Power Spot,59.12
2019-01-07,Spain,Power Spot,63.32
2019-01-08,Spain,Power Spot,62.53
2019-01-09,Spain,Power Spot,60.61
2019-01-10,Spain,Power Spot,62.4
2019-01-11,Spain,Power Spot,63.89
2019-01-12,Spain,Power Spot,62.45
2019-01-13,Spain,Power Spot,60.14
2019-01-14,Spain,Power Spot,63.34
2019-01-15,Spain,Power Spot,67.02
2019-01-16,Spain,Power Spot,69.43
2019-01-17,Spain,Power Spot,65.6
2019-01-18,Spain,Power Spot,67.98
2019-01-19,Spain,Power Spot,64.75
2019-01-20,Spain,Power Spot,61.75
2019-01-21,Spain,Power Spot,65.6
2019-01-22,Spain,Power Spot,64.55
2019-01-23,Spain,Power Spot,60.32
2019-01-24,Spain,Power Spot,61.04
2019-01-25,Spain,Power Spot,61.99
2019-01-26,Spain,Power Spot,61.5
2019-01-27,Spain,Power Spot,43.98
2019-01-28,Spain,Power Spot,55.71
2019-01-29,Spain,Power Spot,59.54
2019-01-30,Spain,Power Spot,57.98
2019-01-31,Spain,Power Spot,54.88
2019-02-01,Spain,Power Spot,52.68
2019-02-02,Spain,Power Spot,37.96
2019-02-03,Spain,Power Spot,48.4
2019-02-04,Spain,Power Spot,58.95
2019-02-05,Spain,Power Spot,60.41
2019-02-06,Spain,Power Spot,61.26
2019-02-07,Spain,Power Spot,58.09
2019-02-08,Spain,Power Spot,56.47
2019-02-09,Spain,Power Spot,54.36
2019-02-10,Spain,Power Spot,37.7
2019-02-11,Spain,Power Spot,56.25
2019-02-12,Spain,Power Spot,60.56
2019-02-13,Spain,Power Spot,61.51
2019-02-14,Spain,Power Spot,56.38
2019-02-15,Spain,Power Spot,55.29
2019-02-16,Spain,Power Spot,51.19
2019-02-17,Spain,Power Spot,47.04
2019-02-18,Spain,Power Spot,56.27
2019-02-19,Spain,Power Spot,58.89
2019-02-20,Spain,Power Spot,57.51
2019-02-21,Spain,Power Spot,54.76
2019-02-22,Spain,Power Spot,53.28
2019-02-23,Spain,Power Spot,51.77
2019-02-24,Spain,Power Spot,51.08
2019-02-25,Spain,Power Spot,55.32
2019-02-26,Spain,Power Spot,53.13
2019-02-27,Spain,Power Spot,52.81
2019-02-28,Spain,Power Spot,52.93
2019-03-01,Spain,Power Spot,54.44
2019-03-02,Spain,Power Spot,48.75
2019-03-03,Spain,Power Spot,39.78
2019-03-04,Spain,Power Spot,41.11
2019-03-05,Spain,Power Spot,52.61
2019-03-06,Spain,Power Spot,37.82
2019-03-07,Spain,Power Spot,50.47
2019-03-08,Spain,Power Spot,55.7
2019-03-09,Spain,Power Spot,54.39
2019-03-10,Spain,Power Spot,47.23
2019-03-11,Spain,Power Spot,51.89
2019-03-12,Spain,Power Spot,52.04
2019-03-13,Spain,Power Spot,45.86
2019-03-14,Spain,Power Spot,51.59
2019-03-15,Spain,Power Spot,54.79
2019-03-16,Spain,Power Spot,51.29
2019-03-17,Spain,Power Spot,34.75
2019-03-18,Spain,Power Spot,48.77
2019-03-19,Spain,Power Spot,49.88
2019-03-20,Spain,Power Spot,48.64
2019-03-21,Spain,Power Spot,52.43
2019-03-22,Spain,Power Spot,55.73
2019-03-23,Spain,Power Spot,51.22
2019-03-24,Spain,Power Spot,44.3
2019-03-25,Spain,Power Spot,42.53
2019-03-26,Spain,Power Spot,41.09
2019-03-27,Spain,Power Spot,47.18
2019-03-28,Spain,Power Spot,50.83
2019-03-29,Spain,Power Spot,53.0
2019-03-30,Spain,Power Spot,51.93
2019-03-31,Spain,Power Spot,51.47
2019-04-01,Spain,Power Spot,58.43
2019-04-02,Spain,Power Spot,57.98
2019-04-03,Spain,Power Spot,52.93
2019-04-04,Spain,Power Spot,53.39
2019-04-05,Spain,Power Spot,51.35
2019-04-06,Spain,Power Spot,44.3
2019-04-07,Spain,Power Spot,47.22
2019-04-08,Spain,Power Spot,53.26
2019-04-09,Spain,Power Spot,50.31
2019-04-10,Spain,Power Spot,50.83
2019-04-11,Spain,Power Spot,54.65
2019-04-12,Spain,Power Spot,56.97
2019-04-13,Spain,Power Spot,57.54
2019-04-14,Spain,Power Spot,52.62
2019-04-15,Spain,Power Spot,53.8
2019-04-16,Spain,Power Spot,57.17
2019-04-17,Spain,Power Spot,47.05
2019-04-18,Spain,Power Spot,55.09
2019-04-19,Spain,Power Spot,37.31
2019-04-20,Spain,Power Spot,31.75
2019-04-21,Spain,Power Spot,39.69
2019-04-22,Spain,Power Spot,55.76
2019-04-23,Spain,Power Spot,49.22
2019-04-24,Spain,Power Spot,40.01
2019-04-25,Spain,Power Spot,29.69
2019-04-26,Spain,Power Spot,48.92
2019-04-27,Spain,Power Spot,55.67
2019-04-28,Spain,Power Spot,52.6
2019-04-29,Spain,Power Spot,57.91
2019-04-30,Spain,Power Spot,58.78
2019-05-01,Spain,Power Spot,50.29
2019-05-02,Spain,Power Spot,45.65
2019-05-03,Spain,Power Spot,50.1
2019-05-04,Spain,Power Spot,44.47
2019-05-05,Spain,Power Spot,33.87
2019-05-06,Spain,Power Spot,53.05
2019-05-07,Spain,Power Spot,51.92
2019-05-08,Spain,Power Spot,38.77
2019-05-09,Spain,Power Spot,45.8
2019-05-10,Spain,Power Spot,47.27
2019-05-11,Spain,Power Spot,49.92
2019-05-12,Spain,Power Spot,36.42
2019-05-13,Spain,Power Spot,47.13
2019-05-14,Spain,Power Spot,51.42
2019-05-15,Spain,Power Spot,53.7
2019-05-16,Spain,Power Spot,52.47
2019-05-17,Spain,Power Spot,43.8
2019-05-18,Spain,Power Spot,46.3
2019-05-19,Spain,Power Spot,48.07
2019-05-20,Spain,Power Spot,52.74
2019-05-21,Spain,Power Spot,56.87
2019-05-22,Spain,Power Spot,57.99
2019-05-23,Spain,Power Spot,57.07
2019-05-24,Spain,Power Spot,49.04
2019-05-25,Spain,Power Spot,42.33
2019-05-26,Spain,Power Spot,40.46
2019-05-27,Spain,Power Spot,50.67
2019-05-28,Spain,Power Spot,47.16
2019-05-29,Spain,Power Spot,47.58
2019-05-30,Spain,Power Spot,52.41
2019-05-31,Spain,Power Spot,55.32
2019-06-01,Spain,Power Spot,53.28
2019-06-02,Spain,Power Spot,47.82
2019-06-03,Spain,Power Spot,53.42
2019-06-04,Spain,Power Spot,49.41
2019-06-05,Spain,Power Spot,45.33
2019-06-06,Spain,Power Spot,43.82
2019-06-07,Spain,Power Spot,41.63
2019-06-08,Spain,Power Spot,46.25
2019-06-09,Spain,Power Spot,43.3
2019-06-10,Spain,Power Spot,44.74
2019-06-11,Spain,Power Spot,45.36
2019-06-12,Spain,Power Spot,48.2
2019-06-13,Spain,Power Spot,46.4
2019-06-14,Spain,Power Spot,46.32
2019-06-15,Spain,Power Spot,45.57
2019-06-16,Spain,Power Spot,46.67
2019-06-17,Spain,Power Spot,49.19
2019-06-18,Spain,Power Spot,46.6
2019-06-19,Spain,Power Spot,46.99
2019-06-20,Spain,Power Spot,46.57
2019-06-21,Spain,Power Spot,46.72
2019-06-22,Spain,Power Spot,46.19
2019-06-23,Spain,Power Spot,42.61
2019-06-24,Spain,Power Spot,48.61
2019-06-25,Spain,Power Spot,50.07
2019-06-26,Spain,Power Spot,47.28
2019-06-27,Spain,Power Spot,49.53
2019-06-28,Spain,Power Spot,51.94
2019-06-29,Spain,Power Spot,49.26
2019-06-30,Spain,Power Spot,46.7
2019-07-01,Spain,Power Spot,48.32
2019-07-02,Spain,Power Spot,48.81
2019-07-03,Spain,Power Spot,50.95
2019-07-04,Spain,Power Spot,53.06
2019-07-05,Spain,Power Spot,56.02
2019-07-06,Spain,Power Spot,51.78
2019-07-07,Spain,Power Spot,49.62
2019-07-08,Spain,Power Spot,51.15
2019-07-09,Spain,Power Spot,52.48
2019-07-10,Spain,Power Spot,51.42
2019-07-11,Spain,Power Spot,54.0
2019-07-12,Spain,Power Spot,57.09
2019-07-13,Spain,Power Spot,51.31
2019-07-14,Spain,Power Spot,48.89
2019-07-15,Spain,Power Spot,52.36
2019-07-16,Spain,Power Spot,51.5
2019-07-17,Spain,Power Spot,52.67
2019-07-18,Spain,Power Spot,53.92
2019-07-19,Spain,Power Spot,52.46
2019-07-20,Spain,Power Spot,50.59
2019-07-21,Spain,Power Spot,49.3
2019-07-22,Spain,Power Spot,56.13
2019-07-23,Spain,Power Spot,55.03
2019-07-24,Spain,Power Spot,55.83
2019-07-25,Spain,Power Spot,53.67
2019-07-26,Spain,Power Spot,52.34
2019-07-27,Spain,Power Spot,45.94
2019-07-28,Spain,Power Spot,45.59
2019-07-29,Spain,Power Spot,47.97
2019-07-30,Spain,Power Spot,48.03
2019-07-31,Spain,Power Spot,47.11
2019-08-01,Spain,Power Spot,48.21
2019-08-02,Spain,Power Spot,48.85
2019-08-03,Spain,Power Spot,47.41
2019-08-04,Spain,Power Spot,46.41
2019-08-05,Spain,Power Spot,50.27
2019-08-06,Spain,Power Spot,49.97
2019-08-07,Spain,Power Spot,49.46
2019-08-08,Spain,Power Spot,47.89
2019-08-09,Spain,Power Spot,43.95
2019-08-10,Spain,Power Spot,46.19
2019-08-11,Spain,Power Spot,42.48
2019-08-12,Spain,Power Spot,43.59
2019-08-13,Spain,Power Spot,42.93
2019-08-14,Spain,Power Spot,45.7
2019-08-15,Spain,Power Spot,40.78
2019-08-16,Spain,Power Spot,44.48
2019-08-17,Spain,Power Spot,41.91
2019-08-18,Spain,Power Spot,38.88
2019-08-19,Spain,Power Spot,41.48
2019-08-20,Spain,Power Spot,40.03
2019-08-21,Spain,Power Spot,41.11
2019-08-22,Spain,Power Spot,41.0
2019-08-23,Spain,Power Spot,41.41
2019-08-24,Spain,Power Spot,42.14
2019-08-25,Spain,Power Spot,39.28
2019-08-26,Spain,Power Spot,43.18
2019-08-27,Spain,Power Spot,50.31
2019-08-28,Spain,Power Spot,51.19
2019-08-29,Spain,Power Spot,50.07
2019-08-30,Spain,Power Spot,49.39
2019-08-31,Spain,Power Spot,43.84
2019-09-01,Spain,Power Spot,39.32
2019-09-02,Spain,Power Spot,39.11
2019-09-03,Spain,Power Spot,43.49
2019-09-04,Spain,Power Spot,43.39
2019-09-05,Spain,Power Spot,37.37
2019-09-06,Spain,Power Spot,36.29
2019-09-07,Spain,Power Spot,32.87
2019-09-08,Spain,Power Spot,34.39
2019-09-09,Spain,Power Spot,43.58
2019-09-10,Spain,Power Spot,34.32
2019-09-11,Spain,Power Spot,34.33
2019-09-12,Spain,Power Spot,38.42
2019-09-13,Spain,Power Spot,38.94
2019-09-14,Spain,Power Spot,37.23
2019-09-15,Spain,Power Spot,38.06
2019-09-16,Spain,Power Spot,47.98
2019-09-17,Spain,Power Spot,50.4
2019-09-18,Spain,Power Spot,50.24
2019-09-19,Spain,Power Spot,50.61
2019-09-20,Spain,Power Spot,48.5
2019-09-21,Spain,Power Spot,39.86
2019-09-22,Spain,Power Spot,37.76
2019-09-23,Spain,Power Spot,45.7
2019-09-24,Spain,Power Spot,42.99
2019-09-25,Spain,Power Spot,44.01
2019-09-26,Spain,Power Spot,48.54
2019-09-27,Spain,Power Spot,48.56
2019-09-28,Spain,Power Spot,45.68
2019-09-29,Spain,Power Spot,42.07
2019-09-30,Spain,Power Spot,49.37
2019-10-01,Spain,Power Spot,47.33
2019-10-02,Spain,Power Spot,43.42
2019-10-03,Spain,Power Spot,48.29
2019-10-04,Spain,Power Spot,52.74
2019-10-05,Spain,Power Spot,49.07
2019-10-06,Spain,Power Spot,45.24
2019-10-07,Spain,Power Spot,50.5
2019-10-08,Spain,Power Spot,54.32
2019-10-09,Spain,Power Spot,47.89
2019-10-10,Spain,Power Spot,46.96
2019-10-11,Spain,Power Spot,48.46
2019-10-12,Spain,Power Spot,39.22
2019-10-13,Spain,Power Spot,37.97
2019-10-14,Spain,Power Spot,42.42
2019-10-15,Spain,Power Spot,42.57
2019-10-16,Spain,Power Spot,43.24
2019-10-17,Spain,Power Spot,47.09
2019-10-18,Spain,Power Spot,46.08
2019-10-19,Spain,Power Spot,43.36
2019-10-20,Spain,Power Spot,41.45
2019-10-21,Spain,Power Spot,54.34
2019-10-22,Spain,Power Spot,49.4
2019-10-23,Spain,Power Spot,45.74
2019-10-24,Spain,Power Spot,45.4
2019-10-25,Spain,Power Spot,48.8
2019-10-26,Spain,Power Spot,45.86
2019-10-27,Spain,Power Spot,53.1
2019-10-28,Spain,Power Spot,53.85
2019-10-29,Spain,Power Spot,53.9
2019-10-30,Spain,Power Spot,51.96
2019-10-31,Spain,Power Spot,49.26
2019-11-01,Spain,Power Spot,32.84
2019-11-02,Spain,Power Spot,28.44
2019-11-03,Spain,Power Spot,18.88
2019-11-04,Spain,Power Spot,28.48
2019-11-05,Spain,Power Spot,29.62
2019-11-06,Spain,Power Spot,40.64
2019-11-07,Spain,Power Spot,39.3
2019-11-08,Spain,Power Spot,37.59
2019-11-09,Spain,Power Spot,40.92
2019-11-10,Spain,Power Spot,37.27
2019-11-11,Spain,Power Spot,44.74
2019-11-12,Spain,Power Spot,48.06
2019-11-13,Spain,Power Spot,48.19
2019-11-14,Spain,Power Spot,45.52
2019-11-15,Spain,Power Spot,48.21
2019-11-16,Spain,Power Spot,45.75
2019-11-17,Spain,Power Spot,43.34
2019-11-18,Spain,Power Spot,50.01
2019-11-19,Spain,Power Spot,57.49
2019-11-20,Spain,Power Spot,57.85
2019-11-21,Spain,Power Spot,55.42
2019-11-22,Spain,Power Spot,46.31
2019-11-23,Spain,Power Spot,36.78
2019-11-24,Spain,Power Spot,41.02
2019-11-25,Spain,Power Spot,47.12
2019-11-26,Spain,Power Spot,44.81
2019-11-27,Spain,Power Spot,42.07
2019-11-28,Spain,Power Spot,40.21
2019-11-29,Spain,Power Spot,47.53
2019-11-30,Spain,Power Spot,41.36
2019-12-01,Spain,Power Spot,43.29
2019-12-02,Spain,Power Spot,44.82
2019-12-03,Spain,Power Spot,50.08
2019-12-04,Spain,Power Spot,53.95
2019-12-05,Spain,Power Spot,47.67
2019-12-06,Spain,Power Spot,47.67
2019-12-07,Spain,Power Spot,47.26
2019-12-08,Spain,Power Spot,40.98
2019-12-09,Spain,Power Spot,41.36
2019-12-10,Spain,Power Spot,46.6
2019-12-11,Spain,Power Spot,43.4
2019-12-12,Spain,Power Spot,38.58
2019-12-13,Spain,Power Spot,27.17
2019-12-14,Spain,Power Spot,28.03
2019-12-15,Spain,Power Spot,26.06
2019-12-16,Spain,Power Spot,40.27
2019-12-17,Spain,Power Spot,42.89
2019-12-18,Spain,Power Spot,38.65
2019-12-19,Spain,Power Spot,22.71
2019-12-20,Spain,Power Spot,17.43
2019-12-21,Spain,Power Spot,2.53
2019-12-22,Spain,Power Spot,1.94
2019-12-23,Spain,Power Spot,23.4
2019-12-24,Spain,Power Spot,20.96
2019-12-25,Spain,Power Spot,14.24
2019-12-26,Spain,Power Spot,25.41
2019-12-27,Spain,Power Spot,32.72
2019-12-28,Spain,Power Spot,31.09
2019-12-29,Spain,Power Spot,31.79
2019-12-30,Spain,Power Spot,36.73
2019-12-31,Spain,Power Spot,38.28
2020-01-01,Spain,Power Spot,35.54
2020-01-02,Spain,Power Spot,39.99
2020-01-03,Spain,Power Spot,39.51
2020-01-04,Spain,Power Spot,35.67
2020-01-05,Spain,Power Spot,38.18
2020-01-06,Spain,Power Spot,42.17
2020-01-07,Spain,Power Spot,47.01
2020-01-08,Spain,Power Spot,46.81
2020-01-09,Spain,Power Spot,44.21
2020-01-10,Spain,Power Spot,40.57
2020-01-11,Spain,Power Spot,41.84
2020-01-12,Spain,Power Spot,42.36
2020-01-13,Spain,Power Spot,46.49
2020-01-14,Spain,Power Spot,38.68
2020-01-15,Spain,Power Spot,38.45
2020-01-16,Spain,Power Spot,38.53
2020-01-17,Spain,Power Spot,39.4
2020-01-18,Spain,Power Spot,38.3
2020-01-19,Spain,Power Spot,29.76
2020-01-20,Spain,Power Spot,35.71
2020-01-21,Spain,Power Spot,39.1
2020-01-22,Spain,Power Spot,47.27
2020-01-23,Spain,Power Spot,53.95
2020-01-24,Spain,Power Spot,53.71
2020-01-25,Spain,Power Spot,48.18
2020-01-26,Spain,Power Spot,40.01
2020-01-27,Spain,Power Spot,39.34
2020-01-28,Spain,Power Spot,38.47
2020-01-29,Spain,Power Spot,39.77
2020-01-30,Spain,Power Spot,37.95
2020-01-31,Spain,Power Spot,37.23
2020-02-01,Spain,Power Spot,29.23
2020-02-02,Spain,Power Spot,27.85
2020-02-03,Spain,Power Spot,40.66
2020-02-04,Spain,Power Spot,37.82
2020-02-05,Spain,Power Spot,36.82
2020-02-06,Spain,Power Spot,38.64
2020-02-07,Spain,Power Spot,39.87
2020-02-08,Spain,Power Spot,39.05
2020-02-09,Spain,Power Spot,30.08
2020-02-10,Spain,Power Spot,31.81
2020-02-11,Spain,Power Spot,41.99
2020-02-12,Spain,Power Spot,44.28
2020-02-13,Spain,Power Spot,38.23
2020-02-14,Spain,Power Spot,41.74
2020-02-15,Spain,Power Spot,35.17
2020-02-16,Spain,Power Spot,24.48
2020-02-17,Spain,Power Spot,35.96
2020-02-18,Spain,Power Spot,38.23
2020-02-19,Spain,Power Spot,42.76
2020-02-20,Spain,Power Spot,42.53
2020-02-21,Spain,Power Spot,39.29
2020-02-22,Spain,Power Spot,39.72
2020-02-23,Spain,Power Spot,36.48
2020-02-24,Spain,Power Spot,41.62
2020-02-25,Spain,Power Spot,32.78
2020-02-26,Spain,Power Spot,31.97
2020-02-27,Spain,Power Spot,30.62
2020-02-28,Spain,Power Spot,33.92
2020-02-29,Spain,Power Spot,16.6
2020-03-01,Spain,Power Spot,14.22
2020-03-02,Spain,Power Spot,21.89
2020-03-03,Spain,Power Spot,26.14
2020-03-04,Spain,Power Spot,32.6
2020-03-05,Spain,Power Spot,25.15
2020-03-06,Spain,Power Spot,21.43
2020-03-07,Spain,Power Spot,27.73
2020-03-08,Spain,Power Spot,26.88
2020-03-09,Spain,Power Spot,32.52
2020-03-10,Spain,Power Spot,34.54
2020-03-11,Spain,Power Spot,38.63
2020-03-12,Spain,Power Spot,38.78
2020-03-13,Spain,Power Spot,33.99
2020-03-14,Spain,Power Spot,35.59
2020-03-15,Spain,Power Spot,26.8
2020-03-16,Spain,Power Spot,27.02
2020-03-17,Spain,Power Spot,28.43
2020-03-18,Spain,Power Spot,30.69
2020-03-19,Spain,Power Spot,30.43
2020-03-20,Spain,Power Spot,28.08
2020-03-21,Spain,Power Spot,27.65
2020-03-22,Spain,Power Spot,27.53
2020-03-23,Spain,Power Spot,29.04
2020-03-24,Spain,Power Spot,27.41
2020-03-25,Spain,Power Spot,31.59
2020-03-26,Spain,Power Spot,22.82
2020-03-27,Spain,Power Spot,25.07
2020-03-28,Spain,Power Spot,27.94
2020-03-29,Spain,Power Spot,18.57
2020-03-30,Spain,Power Spot,19.05
2020-03-31,Spain,Power Spot,20.55
2020-04-01,Spain,Power Spot,26.2
2020-04-02,Spain,Power Spot,23.9
2020-04-03,Spain,Power Spot,23.73
2020-04-04,Spain,Power Spot,16.24
2020-04-05,Spain,Power Spot,8.16
2020-04-06,Spain,Power Spot,24.83
2020-04-07,Spain,Power Spot,22.45
2020-04-08,Spain,Power Spot,23.62
2020-04-09,Spain,Power Spot,22.32
2020-04-10,Spain,Power Spot,19.07
2020-04-11,Spain,Power Spot,22.02
2020-04-12,Spain,Power Spot,17.82
2020-04-13,Spain,Power Spot,22.26
2020-04-14,Spain,Power Spot,21.95
2020-04-15,Spain,Power Spot,16.61
2020-04-16,Spain,Power Spot,12.73
2020-04-17,Spain,Power Spot,14.54
2020-04-18,Spain,Power Spot,21.28
2020-04-19,Spain,Power Spot,13.3
2020-04-20,Spain,Power Spot,11.12
2020-04-21,Spain,Power Spot,9.24
2020-04-22,Spain,Power Spot,9.99
2020-04-23,Spain,Power Spot,17.75
2020-04-24,Spain,Power Spot,18.82
2020-04-25,Spain,Power Spot,17.63
2020-04-26,Spain,Power Spot,15.22
2020-04-27,Spain,Power Spot,19.99
2020-04-28,Spain,Power Spot,18.59
2020-04-29,Spain,Power Spot,10.69
2020-04-30,Spain,Power Spot,7.5
2020-05-01,Spain,Power Spot,4.63
2020-05-02,Spain,Power Spot,11.31
2020-05-03,Spain,Power Spot,14.15
2020-05-04,Spain,Power Spot,16.15
2020-05-05,Spain,Power Spot,18.24
2020-05-06,Spain,Power Spot,22.39
2020-05-07,Spain,Power Spot,20.94
2020-05-08,Spain,Power Spot,20.05
2020-05-09,Spain,Power Spot,18.71
2020-05-10,Spain,Power Spot,12.71
2020-05-11,Spain,Power Spot,15.32
2020-05-12,Spain,Power Spot,24.24
2020-05-13,Spain,Power Spot,25.3
2020-05-14,Spain,Power Spot,24.47
2020-05-15,Spain,Power Spot,20.14
2020-05-16,Spain,Power Spot,16.19
2020-05-17,Spain,Power Spot,15.62
2020-05-18,Spain,Power Spot,26.12
2020-05-19,Spain,Power Spot,26.06
2020-05-20,Spain,Power Spot,26.83
2020-05-21,Spain,Power Spot,28.12
2020-05-22,Spain,Power Spot,29.44
2020-05-23,Spain,Power Spot,17.48
2020-05-24,Spain,Power Spot,11.49
2020-05-25,Spain,Power Spot,23.79
2020-05-26,Spain,Power Spot,22.21
2020-05-27,Spain,Power Spot,25.05
2020-05-28,Spain,Power Spot,29.29
2020-05-29,Spain,Power Spot,33.08
2020-05-30,Spain,Power Spot,29.71
2020-05-31,Spain,Power Spot,29.7
2020-06-01,Spain,Power Spot,34.23
2020-06-02,Spain,Power Spot,34.86
2020-06-03,Spain,Power Spot,32.68
2020-06-04,Spain,Power Spot,24.12
2020-06-05,Spain,Power Spot,27.7
2020-06-06,Spain,Power Spot,28.52
2020-06-07,Spain,Power Spot,19.6
2020-06-08,Spain,Power Spot,27.0
2020-06-09,Spain,Power Spot,29.07
2020-06-10,Spain,Power Spot,30.72
2020-06-11,Spain,Power Spot,23.71
2020-06-12,Spain,Power Spot,20.29
2020-06-13,Spain,Power Spot,21.2
2020-06-14,Spain,Power Spot,26.61
2020-06-15,Spain,Power Spot,31.76
2020-06-16,Spain,Power Spot,31.07
2020-06-17,Spain,Power Spot,34.26
2020-06-18,Spain,Power Spot,35.34
2020-06-19,Spain,Power Spot,33.6
2020-06-20,Spain,Power Spot,31.81
2020-06-21,Spain,Power Spot,25.91
2020-06-22,Spain,Power Spot,30.35
2020-06-23,Spain,Power Spot,34.54
2020-06-24,Spain,Power Spot,37.4
2020-06-25,Spain,Power Spot,39.43
2020-06-26,Spain,Power Spot,37.76
2020-06-27,Spain,Power Spot,30.46
2020-06-28,Spain,Power Spot,29.53
2020-06-29,Spain,Power Spot,37.4
