DATETIME,DATE,PERIOD,PRICE_SP,PRICE_PT
2025-10-01 00:00:00,2025-10-01,1,105.1,105.1
2025-10-01 00:15:00,2025-10-01,2,104.24,104.24
2025-10-01 00:30:00,2025-10-01,3,102.28,102.28
2025-10-01 00:45:00,2025-10-01,4,102.0,102.0
2025-10-01 01:00:00,2025-10-01,5,106.63,106.63
2025-10-01 01:15:00,2025-10-01,6,105.68,105.68
2025-10-01 01:30:00,2025-10-01,7,105.19,105.19
2025-10-01 01:45:00,2025-10-01,8,105.01,105.01
2025-10-01 02:00:00,2025-10-01,9,104.21,104.21
2025-10-01 02:15:00,2025-10-01,10,102.0,102.0
2025-10-01 02:30:00,2025-10-01,11,100.0,100.0
2025-10-01 02:45:00,2025-10-01,12,100.0,100.0
2025-10-01 03:00:00,2025-10-01,13,97.57,97.57
2025-10-01 03:15:00,2025-10-01,14,97.51,97.51
2025-10-01 03:30:00,2025-10-01,15,97.51,97.51
2025-10-01 03:45:00,2025-10-01,16,97.91,97.91
2025-10-01 04:00:00,2025-10-01,17,98.5,98.5
2025-10-01 04:15:00,2025-10-01,18,100.0,100.0
2025-10-01 04:30:00,2025-10-01,19,102.28,102.28
2025-10-01 04:45:00,2025-10-01,20,105.0,105.0
2025-10-01 05:00:00,2025-10-01,21,101.08,101.08
2025-10-01 05:15:00,2025-10-01,22,101.28,101.28
2025-10-01 05:30:00,2025-10-01,23,101.76,101.76
2025-10-01 05:45:00,2025-10-01,24,102.24,102.24
2025-10-01 06:00:00,2025-10-01,25,101.76,101.76
2025-10-01 06:15:00,2025-10-01,26,102.24,102.24
2025-10-01 06:30:00,2025-10-01,27,104.24,104.24
2025-10-01 06:45:00,2025-10-01,28,105.68,105.68
2025-10-01 07:00:00,2025-10-01,29,106.55,106.55
2025-10-01 07:15:00,2025-10-01,30,110.41,110.41
2025-10-01 07:30:00,2025-10-01,31,114.15,114.15
2025-10-01 07:45:00,2025-10-01,32,122.58,122.58
2025-10-01 08:00:00,2025-10-01,33,140.78,140.78
2025-10-01 08:15:00,2025-10-01,34,130.56,130.56
2025-10-01 08:30:00,2025-10-01,35,115.17,115.17
2025-10-01 08:45:00,2025-10-01,36,106.63,106.63
2025-10-01 09:00:00,2025-10-01,37,125.5,125.5
2025-10-01 09:15:00,2025-10-01,38,105.01,105.01
2025-10-01 09:30:00,2025-10-01,39,92.24,92.24
2025-10-01 09:45:00,2025-10-01,40,60.0,60.87
2025-10-01 10:00:00,2025-10-01,41,100.24,100.24
2025-10-01 10:15:00,2025-10-01,42,65.0,65.0
2025-10-01 10:30:00,2025-10-01,43,58.81,58.81
2025-10-01 10:45:00,2025-10-01,44,45.0,45.0
2025-10-01 11:00:00,2025-10-01,45,59.07,59.07
2025-10-01 11:15:00,2025-10-01,46,44.2,44.2
2025-10-01 11:30:00,2025-10-01,47,35.87,35.87
2025-10-01 11:45:00,2025-10-01,48,24.97,24.97
2025-10-01 12:00:00,2025-10-01,49,26.76,26.76
2025-10-01 12:15:00,2025-10-01,50,22.5,22.5
2025-10-01 12:30:00,2025-10-01,51,23.92,23.92
2025-10-01 12:45:00,2025-10-01,52,22.5,22.5
2025-10-01 13:00:00,2025-10-01,53,16.99,16.99
2025-10-01 13:15:00,2025-10-01,54,16.68,16.68
2025-10-01 13:30:00,2025-10-01,55,15.98,15.98
2025-10-01 13:45:00,2025-10-01,56,15.45,15.45
2025-10-01 14:00:00,2025-10-01,57,6.67,6.67
2025-10-01 14:15:00,2025-10-01,58,15.31,15.31
2025-10-01 14:30:00,2025-10-01,59,16.35,16.35
2025-10-01 14:45:00,2025-10-01,60,17.76,17.76
2025-10-01 15:00:00,2025-10-01,61,16.68,16.68
2025-10-01 15:15:00,2025-10-01,62,18.94,18.94
2025-10-01 15:30:00,2025-10-01,63,16.79,16.79
2025-10-01 15:45:00,2025-10-01,64,24.57,24.57
2025-10-01 16:00:00,2025-10-01,65,19.0,19.0
2025-10-01 16:15:00,2025-10-01,66,26.56,26.56
2025-10-01 16:30:00,2025-10-01,67,43.78,43.78
2025-10-01 16:45:00,2025-10-01,68,58.55,58.55
2025-10-01 17:00:00,2025-10-01,69,25.1,25.1
2025-10-01 17:15:00,2025-10-01,70,50.0,50.0
2025-10-01 17:30:00,2025-10-01,71,60.0,60.0
2025-10-01 17:45:00,2025-10-01,72,77.67,77.67
2025-10-01 18:00:00,2025-10-01,73,59.07,60.0
2025-10-01 18:15:00,2025-10-01,74,75.01,75.01
2025-10-01 18:30:00,2025-10-01,75,101.52,101.52
2025-10-01 18:45:00,2025-10-01,76,110.69,110.69
2025-10-01 19:00:00,2025-10-01,77,105.68,105.68
2025-10-01 19:15:00,2025-10-01,78,112.21,112.21
2025-10-01 19:30:00,2025-10-01,79,148.01,148.01
2025-10-01 19:45:00,2025-10-01,80,134.33,134.33
2025-10-01 20:00:00,2025-10-01,81,194.14,194.14
2025-10-01 20:15:00,2025-10-01,82,217.45,217.45
2025-10-01 20:30:00,2025-10-01,83,230.0,230.0
2025-10-01 20:45:00,2025-10-01,84,230.0,230.0
2025-10-01 21:00:00,2025-10-01,85,150.0,150.0
2025-10-01 21:15:00,2025-10-01,86,130.0,130.0
2025-10-01 21:30:00,2025-10-01,87,123.9,123.9
2025-10-01 21:45:00,2025-10-01,88,113.75,113.75
2025-10-01 22:00:00,2025-10-01,89,114.01,114.01
2025-10-01 22:15:00,2025-10-01,90,109.0,109.0
2025-10-01 22:30:00,2025-10-01,91,106.63,106.63
2025-10-01 22:45:00,2025-10-01,92,104.24,104.24
2025-10-01 23:00:00,2025-10-01,93,105.68,105.68
2025-10-01 23:15:00,2025-10-01,94,104.21,104.21
2025-10-01 23:30:00,2025-10-01,95,102.0,102.0
2025-10-01 23:45:00,2025-10-01,96,101.52,101.52
2025-10-02 00:00:00,2025-10-02,1,105.68,105.68
2025-10-02 00:15:00,2025-10-02,2,105.01,105.01
2025-10-02 00:30:00,2025-10-02,3,103.33,103.33
2025-10-02 00:45:00,2025-10-02,4,103.33,103.33
2025-10-02 01:00:00,2025-10-02,5,102.28,102.28
2025-10-02 01:15:00,2025-10-02,6,100.0,100.0
2025-10-02 01:30:00,2025-10-02,7,99.0,99.0
2025-10-02 01:45:00,2025-10-02,8,98.7,98.7
2025-10-02 02:00:00,2025-10-02,9,95.0,95.0
2025-10-02 02:15:00,2025-10-02,10,95.0,95.0
2025-10-02 02:30:00,2025-10-02,11,95.0,95.0
2025-10-02 02:45:00,2025-10-02,12,95.0,95.0
2025-10-02 03:00:00,2025-10-02,13,95.5,95.5
2025-10-02 03:15:00,2025-10-02,14,96.99,96.99
2025-10-02 03:30:00,2025-10-02,15,97.1,97.1
2025-10-02 03:45:00,2025-10-02,16,98.7,98.7
2025-10-02 04:00:00,2025-10-02,17,98.7,98.7
2025-10-02 04:15:00,2025-10-02,18,99.0,99.0
2025-10-02 04:30:00,2025-10-02,19,100.3,100.3
2025-10-02 04:45:00,2025-10-02,20,103.29,103.29
2025-10-02 05:00:00,2025-10-02,21,103.29,103.29
2025-10-02 05:15:00,2025-10-02,22,103.71,103.71
2025-10-02 05:30:00,2025-10-02,23,105.68,105.68
2025-10-02 05:45:00,2025-10-02,24,107.38,107.38
2025-10-02 06:00:00,2025-10-02,25,103.26,103.26
2025-10-02 06:15:00,2025-10-02,26,103.5,103.5
2025-10-02 06:30:00,2025-10-02,27,105.19,105.19
2025-10-02 06:45:00,2025-10-02,28,110.0,110.0
2025-10-02 07:00:00,2025-10-02,29,110.41,110.41
2025-10-02 07:15:00,2025-10-02,30,119.87,119.87
2025-10-02 07:30:00,2025-10-02,31,125.85,125.85
2025-10-02 07:45:00,2025-10-02,32,129.55,129.55
2025-10-02 08:00:00,2025-10-02,33,153.01,153.01
2025-10-02 08:15:00,2025-10-02,34,140.11,140.11
2025-10-02 08:30:00,2025-10-02,35,121.06,121.06
2025-10-02 08:45:00,2025-10-02,36,110.41,110.41
2025-10-02 09:00:00,2025-10-02,37,119.87,119.87
2025-10-02 09:15:00,2025-10-02,38,103.36,103.36
2025-10-02 09:30:00,2025-10-02,39,92.29,92.29
2025-10-02 09:45:00,2025-10-02,40,58.94,58.94
2025-10-02 10:00:00,2025-10-02,41,84.5,84.5
2025-10-02 10:15:00,2025-10-02,42,60.2,60.2
2025-10-02 10:30:00,2025-10-02,43,55.56,55.56
2025-10-02 10:45:00,2025-10-02,44,36.2,36.2
2025-10-02 11:00:00,2025-10-02,45,44.1,44.1
2025-10-02 11:15:00,2025-10-02,46,37.22,37.22
2025-10-02 11:30:00,2025-10-02,47,33.32,33.32
2025-10-02 11:45:00,2025-10-02,48,22.5,22.5
2025-10-02 12:00:00,2025-10-02,49,28.05,28.05
2025-10-02 12:15:00,2025-10-02,50,20.7,22.5
2025-10-02 12:30:00,2025-10-02,51,22.5,22.5
2025-10-02 12:45:00,2025-10-02,52,17.15,17.15
2025-10-02 13:00:00,2025-10-02,53,20.16,20.16
2025-10-02 13:15:00,2025-10-02,54,19.0,19.0
2025-10-02 13:30:00,2025-10-02,55,16.46,16.46
2025-10-02 13:45:00,2025-10-02,56,15.06,15.06
2025-10-02 14:00:00,2025-10-02,57,15.59,15.59
2025-10-02 14:15:00,2025-10-02,58,16.46,16.46
2025-10-02 14:30:00,2025-10-02,59,16.79,22.5
2025-10-02 14:45:00,2025-10-02,60,16.79,22.5
2025-10-02 15:00:00,2025-10-02,61,15.0,15.0
2025-10-02 15:15:00,2025-10-02,62,16.46,16.46
2025-10-02 15:30:00,2025-10-02,63,16.0,16.0
2025-10-02 15:45:00,2025-10-02,64,18.91,18.91
2025-10-02 16:00:00,2025-10-02,65,20.7,20.7
2025-10-02 16:15:00,2025-10-02,66,29.9,29.9
2025-10-02 16:30:00,2025-10-02,67,30.09,30.09
2025-10-02 16:45:00,2025-10-02,68,46.89,46.89
2025-10-02 17:00:00,2025-10-02,69,25.1,25.1
2025-10-02 17:15:00,2025-10-02,70,40.59,40.59
2025-10-02 17:30:00,2025-10-02,71,55.52,55.52
2025-10-02 17:45:00,2025-10-02,72,61.33,61.33
2025-10-02 18:00:00,2025-10-02,73,47.16,47.16
2025-10-02 18:15:00,2025-10-02,74,67.4,67.4
2025-10-02 18:30:00,2025-10-02,75,101.68,101.68
2025-10-02 18:45:00,2025-10-02,76,104.48,104.48
2025-10-02 19:00:00,2025-10-02,77,90.0,90.0
2025-10-02 19:15:00,2025-10-02,78,103.36,103.36
2025-10-02 19:30:00,2025-10-02,79,110.41,110.41
2025-10-02 19:45:00,2025-10-02,80,123.9,123.9
2025-10-02 20:00:00,2025-10-02,81,170.51,170.51
2025-10-02 20:15:00,2025-10-02,82,201.52,201.52
2025-10-02 20:30:00,2025-10-02,83,220.0,220.0
2025-10-02 20:45:00,2025-10-02,84,225.0,225.0
2025-10-02 21:00:00,2025-10-02,85,180.0,180.0
2025-10-02 21:15:00,2025-10-02,86,173.66,173.66
2025-10-02 21:30:00,2025-10-02,87,147.3,147.3
2025-10-02 21:45:00,2025-10-02,88,125.0,125.0
2025-10-02 22:00:00,2025-10-02,89,128.81,128.81
2025-10-02 22:15:00,2025-10-02,90,121.0,121.0
2025-10-02 22:30:00,2025-10-02,91,115.44,115.44
2025-10-02 22:45:00,2025-10-02,92,109.91,109.91
2025-10-02 23:00:00,2025-10-02,93,106.57,106.57
2025-10-02 23:15:00,2025-10-02,94,105.1,105.1
2025-10-02 23:30:00,2025-10-02,95,103.84,103.84
2025-10-02 23:45:00,2025-10-02,96,103.27,103.27
2025-10-03 00:00:00,2025-10-03,1,117.88,117.88
2025-10-03 00:15:00,2025-10-03,2,117.8,117.8
2025-10-03 00:30:00,2025-10-03,3,116.3,116.3
2025-10-03 00:45:00,2025-10-03,4,114.74,114.74
2025-10-03 01:00:00,2025-10-03,5,114.74,114.74
2025-10-03 01:15:00,2025-10-03,6,112.2,112.2
2025-10-03 01:30:00,2025-10-03,7,111.9,111.9
2025-10-03 01:45:00,2025-10-03,8,111.6,111.6
2025-10-03 02:00:00,2025-10-03,9,106.63,106.63
2025-10-03 02:15:00,2025-10-03,10,106.31,106.31
2025-10-03 02:30:00,2025-10-03,11,105.0,105.0
2025-10-03 02:45:00,2025-10-03,12,104.06,104.06
2025-10-03 03:00:00,2025-10-03,13,104.06,104.06
2025-10-03 03:15:00,2025-10-03,14,104.06,104.06
2025-10-03 03:30:00,2025-10-03,15,104.06,104.06
2025-10-03 03:45:00,2025-10-03,16,104.06,104.06
2025-10-03 04:00:00,2025-10-03,17,104.04,104.04
2025-10-03 04:15:00,2025-10-03,18,104.04,104.04
2025-10-03 04:30:00,2025-10-03,19,104.04,104.04
2025-10-03 04:45:00,2025-10-03,20,104.04,104.04
2025-10-03 05:00:00,2025-10-03,21,104.02,104.02
2025-10-03 05:15:00,2025-10-03,22,104.02,104.02
2025-10-03 05:30:00,2025-10-03,23,105.08,105.08
2025-10-03 05:45:00,2025-10-03,24,111.6,111.6
2025-10-03 06:00:00,2025-10-03,25,104.01,104.01
2025-10-03 06:15:00,2025-10-03,26,108.8,108.8
2025-10-03 06:30:00,2025-10-03,27,111.84,111.84
2025-10-03 06:45:00,2025-10-03,28,117.8,117.8
2025-10-03 07:00:00,2025-10-03,29,119.24,119.24
2025-10-03 07:15:00,2025-10-03,30,121.8,121.8
2025-10-03 07:30:00,2025-10-03,31,126.92,126.92
2025-10-03 07:45:00,2025-10-03,32,129.82,129.82
2025-10-03 08:00:00,2025-10-03,33,144.93,144.93
2025-10-03 08:15:00,2025-10-03,34,138.58,138.58
2025-10-03 08:30:00,2025-10-03,35,126.23,126.23
2025-10-03 08:45:00,2025-10-03,36,120.0,120.0
2025-10-03 09:00:00,2025-10-03,37,126.99,126.99
2025-10-03 09:15:00,2025-10-03,38,119.02,119.02
2025-10-03 09:30:00,2025-10-03,39,116.3,116.3
2025-10-03 09:45:00,2025-10-03,40,100.0,100.0
2025-10-03 10:00:00,2025-10-03,41,102.28,102.28
2025-10-03 10:15:00,2025-10-03,42,69.07,69.07
2025-10-03 10:30:00,2025-10-03,43,60.16,60.16
2025-10-03 10:45:00,2025-10-03,44,48.0,48.0
2025-10-03 11:00:00,2025-10-03,45,58.94,58.94
2025-10-03 11:15:00,2025-10-03,46,45.96,45.96
2025-10-03 11:30:00,2025-10-03,47,50.0,50.0
2025-10-03 11:45:00,2025-10-03,48,43.88,43.88
2025-10-03 12:00:00,2025-10-03,49,47.97,47.97
2025-10-03 12:15:00,2025-10-03,50,44.2,44.2
2025-10-03 12:30:00,2025-10-03,51,40.0,40.0
2025-10-03 12:45:00,2025-10-03,52,35.0,35.0
2025-10-03 13:00:00,2025-10-03,53,45.76,45.76
2025-10-03 13:15:00,2025-10-03,54,42.0,42.0
2025-10-03 13:30:00,2025-10-03,55,36.2,36.2
2025-10-03 13:45:00,2025-10-03,56,32.55,32.55
2025-10-03 14:00:00,2025-10-03,57,38.08,38.08
2025-10-03 14:15:00,2025-10-03,58,37.44,37.44
2025-10-03 14:30:00,2025-10-03,59,40.0,40.0
2025-10-03 14:45:00,2025-10-03,60,40.95,40.95
2025-10-03 15:00:00,2025-10-03,61,32.91,32.91
2025-10-03 15:15:00,2025-10-03,62,40.0,40.0
2025-10-03 15:30:00,2025-10-03,63,40.0,40.0
2025-10-03 15:45:00,2025-10-03,64,40.0,40.0
2025-10-03 16:00:00,2025-10-03,65,34.45,34.45
2025-10-03 16:15:00,2025-10-03,66,41.2,41.2
2025-10-03 16:30:00,2025-10-03,67,45.76,45.76
2025-10-03 16:45:00,2025-10-03,68,55.0,55.0
2025-10-03 17:00:00,2025-10-03,69,40.01,40.01
2025-10-03 17:15:00,2025-10-03,70,55.0,55.0
2025-10-03 17:30:00,2025-10-03,71,59.05,59.05
2025-10-03 17:45:00,2025-10-03,72,79.49,79.49
2025-10-03 18:00:00,2025-10-03,73,61.33,61.33
2025-10-03 18:15:00,2025-10-03,74,87.73,87.73
2025-10-03 18:30:00,2025-10-03,75,111.57,111.57
2025-10-03 18:45:00,2025-10-03,76,119.02,119.02
2025-10-03 19:00:00,2025-10-03,77,111.6,111.6
2025-10-03 19:15:00,2025-10-03,78,117.88,117.88
2025-10-03 19:30:00,2025-10-03,79,119.46,119.46
2025-10-03 19:45:00,2025-10-03,80,130.96,130.96
2025-10-03 20:00:00,2025-10-03,81,129.12,129.12
2025-10-03 20:15:00,2025-10-03,82,136.05,136.05
2025-10-03 20:30:00,2025-10-03,83,144.93,144.93
2025-10-03 20:45:00,2025-10-03,84,144.93,144.93
2025-10-03 21:00:00,2025-10-03,85,144.93,144.93
2025-10-03 21:15:00,2025-10-03,86,142.74,142.74
2025-10-03 21:30:00,2025-10-03,87,129.2,129.2
2025-10-03 21:45:00,2025-10-03,88,121.04,121.04
2025-10-03 22:00:00,2025-10-03,89,126.23,126.23
2025-10-03 22:15:00,2025-10-03,90,119.24,119.24
2025-10-03 22:30:00,2025-10-03,91,119.0,119.0
2025-10-03 22:45:00,2025-10-03,92,118.76,118.76
2025-10-03 23:00:00,2025-10-03,93,118.76,118.76
2025-10-03 23:15:00,2025-10-03,94,117.88,117.88
2025-10-03 23:30:00,2025-10-03,95,117.37,117.37
2025-10-03 23:45:00,2025-10-03,96,111.97,111.97
2025-10-04 00:00:00,2025-10-04,1,112.1,112.1
2025-10-04 00:15:00,2025-10-04,2,111.6,111.6
2025-10-04 00:30:00,2025-10-04,3,111.04,111.04
2025-10-04 00:45:00,2025-10-04,4,109.0,109.0
2025-10-04 01:00:00,2025-10-04,5,105.83,105.83
2025-10-04 01:15:00,2025-10-04,6,102.99,102.99
2025-10-04 01:30:00,2025-10-04,7,102.28,102.28
2025-10-04 01:45:00,2025-10-04,8,100.57,100.57
2025-10-04 02:00:00,2025-10-04,9,102.97,102.97
2025-10-04 02:15:00,2025-10-04,10,100.57,100.57
2025-10-04 02:30:00,2025-10-04,11,100.57,100.57
2025-10-04 02:45:00,2025-10-04,12,97.99,97.99
2025-10-04 03:00:00,2025-10-04,13,100.01,100.01
2025-10-04 03:15:00,2025-10-04,14,97.99,97.99
2025-10-04 03:30:00,2025-10-04,15,95.0,95.0
2025-10-04 03:45:00,2025-10-04,16,90.0,90.0
2025-10-04 04:00:00,2025-10-04,17,96.85,96.85
2025-10-04 04:15:00,2025-10-04,18,95.0,95.0
2025-10-04 04:30:00,2025-10-04,19,91.2,91.2
2025-10-04 04:45:00,2025-10-04,20,89.0,89.0
2025-10-04 05:00:00,2025-10-04,21,100.05,100.05
2025-10-04 05:15:00,2025-10-04,22,100.0,100.0
2025-10-04 05:30:00,2025-10-04,23,98.45,98.45
2025-10-04 05:45:00,2025-10-04,24,100.0,100.0
2025-10-04 06:00:00,2025-10-04,25,90.0,90.0
2025-10-04 06:15:00,2025-10-04,26,94.0,94.0
2025-10-04 06:30:00,2025-10-04,27,95.0,95.0
2025-10-04 06:45:00,2025-10-04,28,98.5,98.5
2025-10-04 07:00:00,2025-10-04,29,100.3,100.3
2025-10-04 07:15:00,2025-10-04,30,100.57,100.57
2025-10-04 07:30:00,2025-10-04,31,100.01,100.01
2025-10-04 07:45:00,2025-10-04,32,100.3,100.3
2025-10-04 08:00:00,2025-10-04,33,100.3,100.3
2025-10-04 08:15:00,2025-10-04,34,97.99,97.99
2025-10-04 08:30:00,2025-10-04,35,89.0,89.0
2025-10-04 08:45:00,2025-10-04,36,82.1,82.1
2025-10-04 09:00:00,2025-10-04,37,85.65,85.65
2025-10-04 09:15:00,2025-10-04,38,52.8,52.8
2025-10-04 09:30:00,2025-10-04,39,20.87,20.87
2025-10-04 09:45:00,2025-10-04,40,2.14,2.14
2025-10-04 10:00:00,2025-10-04,41,14.41,14.41
2025-10-04 10:15:00,2025-10-04,42,7.96,7.96
2025-10-04 10:30:00,2025-10-04,43,2.14,2.14
2025-10-04 10:45:00,2025-10-04,44,0.15,0.27
2025-10-04 11:00:00,2025-10-04,45,0.41,0.41
2025-10-04 11:15:00,2025-10-04,46,0.02,0.27
2025-10-04 11:30:00,2025-10-04,47,0.01,0.01
2025-10-04 11:45:00,2025-10-04,48,0.0,0.01
2025-10-04 12:00:00,2025-10-04,49,0.0,0.27
2025-10-04 12:15:00,2025-10-04,50,-0.01,0.01
2025-10-04 12:30:00,2025-10-04,51,-0.01,0.01
2025-10-04 12:45:00,2025-10-04,52,-0.01,0.01
2025-10-04 13:00:00,2025-10-04,53,0.0,0.27
2025-10-04 13:15:00,2025-10-04,54,0.0,0.27
2025-10-04 13:30:00,2025-10-04,55,-0.01,0.27
2025-10-04 13:45:00,2025-10-04,56,-0.05,0.01
2025-10-04 14:00:00,2025-10-04,57,-0.03,0.27
2025-10-04 14:15:00,2025-10-04,58,-0.02,0.01
2025-10-04 14:30:00,2025-10-04,59,-0.01,0.01
2025-10-04 14:45:00,2025-10-04,60,0.0,0.0
2025-10-04 15:00:00,2025-10-04,61,-0.03,-0.03
2025-10-04 15:15:00,2025-10-04,62,0.0,0.0
2025-10-04 15:30:00,2025-10-04,63,0.0,0.0
2025-10-04 15:45:00,2025-10-04,64,0.0,0.0
2025-10-04 16:00:00,2025-10-04,65,-0.01,-0.01
2025-10-04 16:15:00,2025-10-04,66,-0.01,-0.01
2025-10-04 16:30:00,2025-10-04,67,-0.01,-0.01
2025-10-04 16:45:00,2025-10-04,68,0.0,0.0
2025-10-04 17:00:00,2025-10-04,69,-0.05,-0.05
2025-10-04 17:15:00,2025-10-04,70,-0.01,-0.01
2025-10-04 17:30:00,2025-10-04,71,0.0,0.0
2025-10-04 17:45:00,2025-10-04,72,0.65,0.65
2025-10-04 18:00:00,2025-10-04,73,0.66,0.66
2025-10-04 18:15:00,2025-10-04,74,5.11,5.11
2025-10-04 18:30:00,2025-10-04,75,16.12,16.12
2025-10-04 18:45:00,2025-10-04,76,21.33,21.33
2025-10-04 19:00:00,2025-10-04,77,39.76,39.76
2025-10-04 19:15:00,2025-10-04,78,69.3,69.3
2025-10-04 19:30:00,2025-10-04,79,72.46,72.46
2025-10-04 19:45:00,2025-10-04,80,80.91,80.91
2025-10-04 20:00:00,2025-10-04,81,74.04,74.04
2025-10-04 20:15:00,2025-10-04,82,74.66,74.66
2025-10-04 20:30:00,2025-10-04,83,74.66,74.66
2025-10-04 20:45:00,2025-10-04,84,74.04,74.04
2025-10-04 21:00:00,2025-10-04,85,74.04,74.04
2025-10-04 21:15:00,2025-10-04,86,72.24,72.24
2025-10-04 21:30:00,2025-10-04,87,71.52,71.52
2025-10-04 21:45:00,2025-10-04,88,70.0,70.0
2025-10-04 22:00:00,2025-10-04,89,72.0,72.0
2025-10-04 22:15:00,2025-10-04,90,71.04,71.04
2025-10-04 22:30:00,2025-10-04,91,70.0,70.0
2025-10-04 22:45:00,2025-10-04,92,60.0,60.0
2025-10-04 23:00:00,2025-10-04,93,60.0,60.0
2025-10-04 23:15:00,2025-10-04,94,45.0,45.0
2025-10-04 23:30:00,2025-10-04,95,43.31,43.31
2025-10-04 23:45:00,2025-10-04,96,39.8,39.8
2025-10-05 00:00:00,2025-10-05,1,35.02,35.02
2025-10-05 00:15:00,2025-10-05,2,35.02,35.02
2025-10-05 00:30:00,2025-10-05,3,35.02,35.02
2025-10-05 00:45:00,2025-10-05,4,35.01,35.01
2025-10-05 01:00:00,2025-10-05,5,35.01,35.01
2025-10-05 01:15:00,2025-10-05,6,35.01,35.01
2025-10-05 01:30:00,2025-10-05,7,34.7,34.7
2025-10-05 01:45:00,2025-10-05,8,29.33,29.33
2025-10-05 02:00:00,2025-10-05,9,29.33,29.33
2025-10-05 02:15:00,2025-10-05,10,29.12,29.12
2025-10-05 02:30:00,2025-10-05,11,28.87,28.87
2025-10-05 02:45:00,2025-10-05,12,28.87,28.87
2025-10-05 03:00:00,2025-10-05,13,29.12,29.12
2025-10-05 03:15:00,2025-10-05,14,28.87,28.87
2025-10-05 03:30:00,2025-10-05,15,28.87,28.87
2025-10-05 03:45:00,2025-10-05,16,28.87,28.87
2025-10-05 04:00:00,2025-10-05,17,28.2,28.2
2025-10-05 04:15:00,2025-10-05,18,28.2,28.2
2025-10-05 04:30:00,2025-10-05,19,28.2,28.2
2025-10-05 04:45:00,2025-10-05,20,28.2,28.2
2025-10-05 05:00:00,2025-10-05,21,28.2,28.2
2025-10-05 05:15:00,2025-10-05,22,28.2,28.2
2025-10-05 05:30:00,2025-10-05,23,28.2,28.2
2025-10-05 05:45:00,2025-10-05,24,28.2,28.2
2025-10-05 06:00:00,2025-10-05,25,28.99,28.99
2025-10-05 06:15:00,2025-10-05,26,29.12,29.12
2025-10-05 06:30:00,2025-10-05,27,29.33,29.33
2025-10-05 06:45:00,2025-10-05,28,29.33,29.33
2025-10-05 07:00:00,2025-10-05,29,27.94,27.94
2025-10-05 07:15:00,2025-10-05,30,28.07,28.07
2025-10-05 07:30:00,2025-10-05,31,28.2,28.2
2025-10-05 07:45:00,2025-10-05,32,28.2,28.2
2025-10-05 08:00:00,2025-10-05,33,28.2,28.2
2025-10-05 08:15:00,2025-10-05,34,27.94,27.94
2025-10-05 08:30:00,2025-10-05,35,25.1,25.1
2025-10-05 08:45:00,2025-10-05,36,18.15,18.15
2025-10-05 09:00:00,2025-10-05,37,14.24,14.24
2025-10-05 09:15:00,2025-10-05,38,5.0,5.0
2025-10-05 09:30:00,2025-10-05,39,1.85,1.85
2025-10-05 09:45:00,2025-10-05,40,0.0,0.0
2025-10-05 10:00:00,2025-10-05,41,0.09,0.09
2025-10-05 10:15:00,2025-10-05,42,0.0,0.0
2025-10-05 10:30:00,2025-10-05,43,-0.01,-0.01
2025-10-05 10:45:00,2025-10-05,44,-0.1,-0.1
2025-10-05 11:00:00,2025-10-05,45,-0.45,-0.45
2025-10-05 11:15:00,2025-10-05,46,-0.5,-0.5
2025-10-05 11:30:00,2025-10-05,47,-0.6,-0.6
2025-10-05 11:45:00,2025-10-05,48,-0.99,-0.99
2025-10-05 12:00:00,2025-10-05,49,-0.6,-0.6
2025-10-05 12:15:00,2025-10-05,50,-1.0,-1.0
2025-10-05 12:30:00,2025-10-05,51,-1.06,-1.06
2025-10-05 12:45:00,2025-10-05,52,-1.8,-1.8
2025-10-05 13:00:00,2025-10-05,53,-2.02,-2.02
2025-10-05 13:15:00,2025-10-05,54,-2.1,-2.1
2025-10-05 13:30:00,2025-10-05,55,-2.27,-2.27
2025-10-05 13:45:00,2025-10-05,56,-2.5,-2.5
2025-10-05 14:00:00,2025-10-05,57,-2.64,-2.64
2025-10-05 14:15:00,2025-10-05,58,-2.57,-2.57
2025-10-05 14:30:00,2025-10-05,59,-2.5,-2.5
2025-10-05 14:45:00,2025-10-05,60,-2.1,-2.1
2025-10-05 15:00:00,2025-10-05,61,-2.1,-2.1
2025-10-05 15:15:00,2025-10-05,62,-1.51,-1.51
2025-10-05 15:30:00,2025-10-05,63,-0.62,-0.62
2025-10-05 15:45:00,2025-10-05,64,-0.62,-0.62
2025-10-05 16:00:00,2025-10-05,65,-0.99,-0.99
2025-10-05 16:15:00,2025-10-05,66,-0.6,-0.6
2025-10-05 16:30:00,2025-10-05,67,-0.48,-0.48
2025-10-05 16:45:00,2025-10-05,68,-0.45,-0.45
2025-10-05 17:00:00,2025-10-05,69,-0.45,-0.45
2025-10-05 17:15:00,2025-10-05,70,-0.01,-0.01
2025-10-05 17:30:00,2025-10-05,71,0.0,0.0
2025-10-05 17:45:00,2025-10-05,72,0.0,0.0
2025-10-05 18:00:00,2025-10-05,73,0.65,0.65
2025-10-05 18:15:00,2025-10-05,74,3.52,3.52
2025-10-05 18:30:00,2025-10-05,75,20.5,20.5
2025-10-05 18:45:00,2025-10-05,76,30.8,30.8
2025-10-05 19:00:00,2025-10-05,77,35.01,35.01
2025-10-05 19:15:00,2025-10-05,78,44.2,44.2
2025-10-05 19:30:00,2025-10-05,79,58.44,58.44
