TRADE_DATE,Cal-26,Q1-26,Ene-26,Feb-26,Mar-26,Q2-26,Apr-26,May-26,Jun-26,Q3-26,Jul-26,Aug-26,Sep-26,Q4-26,Oct-26,Nov-26,Dic-26,Cal-27,Q1-27,Ene-27,Feb-27,Mar-27,Q2-27,Apr-27,May-27,Jun-27,Q3-27,Jul-27,Aug-27,Sep-27,Q4-27,Oct-27,Nov-27,Dic-27,Cal-28,Q1-28,Ene-28,Feb-28,Mar-28,Q2-28,Apr-28,May-28,Jun-28,Q3-28,Jul-28,Aug-28,Sep-28,Q4-28,Oct-28,Nov-28,Dic-28,Cal-29,Cal-30,Cal-31,Cal-32,Cal-33,Cal-34,Cal-35,Cal-36,Spot,ZONE
2021-02-15,39.47,,,,,,,,,,,,,,,,,39.39,,,,,,,,,,,,,,,,,38.79,,,,,,,,,,,,,,,,,38.59,38.4,,,,,,,13.51,PT
2021-02-16,39.6,,,,,,,,,,,,,,,,,39.48,,,,,,,,,,,,,,,,,38.93,,,,,,,,,,,,,,,,,38.68,38.53,,,,,,,23.9,PT
2021-02-17,39.6,,,,,,,,,,,,,,,,,39.48,,,,,,,,,,,,,,,,,38.93,,,,,,,,,,,,,,,,,38.68,38.53,,,,,,,41.93,PT
2021-02-18,39.7,,,,,,,,,,,,,,,,,39.58,,,,,,,,,,,,,,,,,39.03,,,,,,,,,,,,,,,,,38.78,38.63,,,,,,,36.18,PT
2021-02-19,39.75,,,,,,,,,,,,,,,,,39.63,,,,,,,,,,,,,,,,,39.08,,,,,,,,,,,,,,,,,38.83,38.68,,,,,,,22.27,PT
2021-02-22,39.4,,,,,,,,,,,,,,,,,39.28,,,,,,,,,,,,,,,,,38.73,,,,,,,,,,,,,,,,,38.48,38.33,,,,,,,39.39,PT
2021-02-23,39.65,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,38.98,,,,,,,,,,,,,,,,,38.73,38.58,,,,,,,43.45,PT
2021-02-24,39.65,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,38.98,,,,,,,,,,,,,,,,,38.73,38.58,,,,,,,23.83,PT
2021-02-25,39.85,,,,,,,,,,,,,,,,,39.73,,,,,,,,,,,,,,,,,39.18,,,,,,,,,,,,,,,,,38.93,38.78,,,,,,,46.03,PT
2021-02-26,39.65,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,38.98,,,,,,,,,,,,,,,,,38.73,38.58,,,,,,,46.06,PT
2021-03-01,39.7,,,,,,,,,,,,,,,,,39.58,,,,,,,,,,,,,,,,,39.03,,,,,,,,,,,,,,,,,38.78,38.63,,,,,,,42.24,PT
2021-03-02,39.4,,,,,,,,,,,,,,,,,39.28,,,,,,,,,,,,,,,,,38.73,,,,,,,,,,,,,,,,,38.48,38.33,,,,,,,52.67,PT
2021-03-03,39.7,,,,,,,,,,,,,,,,,39.58,,,,,,,,,,,,,,,,,39.03,,,,,,,,,,,,,,,,,38.78,38.63,,,,,,,53.24,PT
2021-03-04,39.5,,,,,,,,,,,,,,,,,39.38,,,,,,,,,,,,,,,,,38.83,,,,,,,,,,,,,,,,,38.58,38.43,,,,,,,55.27,PT
2021-03-05,39.5,,,,,,,,,,,,,,,,,39.38,,,,,,,,,,,,,,,,,38.83,,,,,,,,,,,,,,,,,38.58,38.43,,,,,,,52.35,PT
2021-03-08,39.6,,,,,,,,,,,,,,,,,39.48,,,,,,,,,,,,,,,,,38.93,,,,,,,,,,,,,,,,,38.68,38.53,,,,,,,54.43,PT
2021-03-09,39.0,,,,,,,,,,,,,,,,,38.88,,,,,,,,,,,,,,,,,38.33,,,,,,,,,,,,,,,,,38.08,37.93,,,,,,,56.88,PT
2021-03-10,39.0,,,,,,,,,,,,,,,,,38.88,,,,,,,,,,,,,,,,,38.33,,,,,,,,,,,,,,,,,38.08,37.93,,,,,,,55.87,PT
2021-03-11,38.25,,,,,,,,,,,,,,,,,38.13,,,,,,,,,,,,,,,,,37.58,,,,,,,,,,,,,,,,,37.33,37.18,,,,,,,41.49,PT
2021-03-12,38.25,,,,,,,,,,,,,,,,,38.13,,,,,,,,,,,,,,,,,37.58,,,,,,,,,,,,,,,,,37.33,37.18,,,,,,,40.16,PT
2021-03-15,38.25,,,,,,,,,,,,,,,,,38.13,,,,,,,,,,,,,,,,,37.58,,,,,,,,,,,,,,,,,37.33,37.18,,,,,,,47.59,PT
2021-03-16,38.1,,,,,,,,,,,,,,,,,37.98,,,,,,,,,,,,,,,,,37.43,,,,,,,,,,,,,,,,,37.18,37.03,,,,,,,34.51,PT
2021-03-17,38.4,,,,,,,,,,,,,,,,,38.28,,,,,,,,,,,,,,,,,37.73,,,,,,,,,,,,,,,,,37.48,37.33,,,,,,,17.12,PT
2021-03-18,38.09,,,,,,,,,,,,,,,,,37.97,,,,,,,,,,,,,,,,,37.42,,,,,,,,,,,,,,,,,37.17,37.02,,,,,,,32.77,PT
2021-03-19,38.16,,,,,,,,,,,,,,,,,38.04,,,,,,,,,,,,,,,,,37.49,,,,,,,,,,,,,,,,,37.24,37.09,,,,,,,29.66,PT
2021-03-22,38.35,,,,,,,,,,,,,,,,,38.23,,,,,,,,,,,,,,,,,37.68,,,,,,,,,,,,,,,,,37.43,37.28,,,,,,,55.79,PT
2021-03-23,38.18,,,,,,,,,,,,,,,,,38.06,,,,,,,,,,,,,,,,,37.51,,,,,,,,,,,,,,,,,37.26,37.11,,,,,,,64.33,PT
2021-03-24,38.33,,,,,,,,,,,,,,,,,38.21,,,,,,,,,,,,,,,,,37.66,,,,,,,,,,,,,,,,,37.41,37.26,,,,,,,64.7,PT
2021-03-25,37.93,,,,,,,,,,,,,,,,,37.81,,,,,,,,,,,,,,,,,37.26,,,,,,,,,,,,,,,,,37.01,36.86,,,,,,,65.74,PT
2021-03-26,38.18,,,,,,,,,,,,,,,,,38.06,,,,,,,,,,,,,,,,,37.51,,,,,,,,,,,,,,,,,37.26,37.11,,,,,,,60.31,PT
2021-03-29,38.35,,,,,,,,,,,,,,,,,38.23,,,,,,,,,,,,,,,,,37.68,,,,,,,,,,,,,,,,,37.43,37.28,,,,,,,45.35,PT
2021-03-30,39.0,,,,,,,,,,,,,,,,,38.88,,,,,,,,,,,,,,,,,38.33,,,,,,,,,,,,,,,,,38.08,37.93,,,,,,,52.94,PT
2021-03-31,38.75,,,,,,,,,,,,,,,,,38.63,,,,,,,,,,,,,,,,,38.08,,,,,,,,,,,,,,,,,37.83,37.68,,,,,,,54.87,PT
2021-04-01,39.07,,,,,,,,,,,,,,,,,38.95,,,,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,38.15,38.0,,,,,,,52.12,PT
2021-04-06,39.1,,,,,,,,,,,,,,,,,38.98,,,,,,,,,,,,,,,,,38.43,,,,,,,,,,,,,,,,,38.18,38.03,,,,,,,55.97,PT
2021-04-07,39.3,,,,,,,,,,,,,,,,,39.18,,,,,,,,,,,,,,,,,38.63,,,,,,,,,,,,,,,,,38.38,38.23,,,,,,,66.11,PT
2021-04-08,39.2,,,,,,,,,,,,,,,,,39.08,,,,,,,,,,,,,,,,,38.53,,,,,,,,,,,,,,,,,38.28,38.13,,,,,,,69.62,PT
2021-04-09,39.35,,,,,,,,,,,,,,,,,39.23,,,,,,,,,,,,,,,,,38.68,,,,,,,,,,,,,,,,,38.43,38.28,,,,,,,70.73,PT
2021-04-12,39.65,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,38.98,,,,,,,,,,,,,,,,,38.73,38.58,,,,,,,63.04,PT
2021-04-13,39.3,,,,,,,,,,,,,,,,,39.18,,,,,,,,,,,,,,,,,38.63,,,,,,,,,,,,,,,,,38.38,38.23,,,,,,,74.81,PT
2021-04-14,39.45,,,,,,,,,,,,,,,,,39.33,,,,,,,,,,,,,,,,,38.78,,,,,,,,,,,,,,,,,38.53,38.38,,,,,,,73.01,PT
2021-04-15,40.28,,,,,,,,,,,,,,,,,40.16,,,,,,,,,,,,,,,,,39.61,,,,,,,,,,,,,,,,,39.36,39.21,,,,,,,67.98,PT
2021-04-16,39.6,,,,,,,,,,,,,,,,,39.48,,,,,,,,,,,,,,,,,38.93,,,,,,,,,,,,,,,,,38.68,38.53,,,,,,,68.93,PT
2021-04-19,34.97,,,,,,,,,,,,,,,,,34.87,,,,,,,,,,,,,,,,,34.39,,,,,,,,,,,,,,,,,34.17,34.03,,,,,,,78.94,PT
2021-04-20,33.96,,,,,,,,,,,,,,,,,33.86,,,,,,,,,,,,,,,,,33.4,,,,,,,,,,,,,,,,,33.18,33.05,,,,,,,78.06,PT
2021-04-21,34.21,,,,,,,,,,,,,,,,,34.11,,,,,,,,,,,,,,,,,33.65,,,,,,,,,,,,,,,,,33.43,33.3,,,,,,,79.51,PT
2021-04-22,34.81,,,,,,,,,,,,,,,,,34.71,,,,,,,,,,,,,,,,,34.25,,,,,,,,,,,,,,,,,34.03,33.9,,,,,,,74.41,PT
2021-04-23,34.81,,,,,,,,,,,,,,,,,34.71,,,,,,,,,,,,,,,,,34.25,,,,,,,,,,,,,,,,,34.03,33.9,,,,,,,68.56,PT
2021-04-26,34.91,,,,,,,,,,,,,,,,,34.81,,,,,,,,,,,,,,,,,34.35,,,,,,,,,,,,,,,,,34.13,34.0,,,,,,,75.99,PT
2021-04-27,34.56,,,,,,,,,,,,,,,,,34.46,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,33.78,33.65,,,,,,,77.95,PT
2021-04-28,36.0,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,35.44,,,,,,,,,,,,,,,,,35.22,35.09,,,,,,,74.4,PT
2021-04-29,36.4,,,,,,,,,,,,,,,,,36.3,,,,,,,,,,,,,,,,,35.84,,,,,,,,,,,,,,,,,35.62,35.49,,,,,,,74.67,PT
2021-04-30,37.94,,,,,,,,,,,,,,,,,37.84,,,,,,,,,,,,,,,,,37.38,,,,,,,,,,,,,,,,,37.16,37.03,,,,,,,79.29,PT
2021-05-03,38.19,,,,,,,,,,,,,,,,,38.09,,,,,,,,,,,,,,,,,37.63,,,,,,,,,,,,,,,,,37.41,37.28,,,,,,,73.45,PT
2021-05-04,37.55,,,,,,,,,,,,,,,,,37.33,,,,,,,,,,,,,,,,,36.48,,,,,,,,,,,,,,,,,34.81,34.38,,,,,,,81.27,PT
2021-05-05,35.42,,,,,,,,,,,,,,,,,33.08,,,,,,,,,,,,,,,,,32.34,,,,,,,,,,,,,,,,,30.86,30.48,,,,,,,75.71,PT
2021-05-06,34.91,,,,,,,,,,,,,,,,,32.6,,,,,,,,,,,,,,,,,31.87,,,,,,,,,,,,,,,,,30.41,30.04,,,,,,,73.11,PT
2021-05-07,34.92,,,,,,,,,,,,,,,,,32.61,,,,,,,,,,,,,,,,,31.88,,,,,,,,,,,,,,,,,30.42,30.05,,,,,,,73.5,PT
2021-05-10,34.81,,,,,,,,,,,,,,,,,32.12,,,,,,,,,,,,,,,,,31.41,,,,,,,,,,,,,,,,,29.97,29.6,,,,,,,59.26,PT
2021-05-11,34.47,,,,,,,,,,,,,,,,,31.81,,,,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,29.68,29.31,,,,,,,54.05,PT
2021-05-12,36.11,,,,,,,,,,,,,,,,,30.49,,,,,,,,,,,,,,,,,29.81,,,,,,,,,,,,,,,,,28.45,28.1,,,,,,,54.55,PT
2021-05-13,36.11,,,,,,,,,,,,,,,,,30.49,,,,,,,,,,,,,,,,,29.81,,,,,,,,,,,,,,,,,28.45,28.1,,,,,,,59.8,PT
2021-05-14,36.11,,,,,,,,,,,,,,,,,30.49,,,,,,,,,,,,,,,,,29.81,,,,,,,,,,,,,,,,,28.45,28.1,,,,,,,71.53,PT
2021-05-17,36.11,,,,,,,,,,,,,,,,,30.49,,,,,,,,,,,,,,,,,29.81,,,,,,,,,,,,,,,,,28.45,28.1,,,,,,,76.22,PT
2021-05-18,36.33,,,,,,,,,,,,,,,,,30.68,,,,,,,,,,,,,,,,,29.99,,,,,,,,,,,,,,,,,28.62,28.27,,,,,,,77.65,PT
2021-05-19,36.33,,,,,,,,,,,,,,,,,32.81,,,,,,,,,,,,,,,,,32.07,,,,,,,,,,,,,,,,,30.61,30.24,,,,,,,76.74,PT
2021-05-20,36.35,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,79.71,PT
2021-05-21,36.55,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,68.88,PT
2021-05-24,36.7,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,67.4,PT
2021-05-25,36.9,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,76.56,PT
2021-05-26,36.9,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,80.52,PT
2021-05-27,36.9,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,86.23,PT
2021-05-28,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,88.95,PT
2021-05-31,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,87.96,PT
2021-06-01,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,86.56,PT
2021-06-02,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,84.85,PT
2021-06-03,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,79.8,PT
2021-06-04,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,80.59,PT
2021-06-07,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,79.69,PT
2021-06-08,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,82.08,PT
2021-06-09,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,81.6,PT
2021-06-10,37.5,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,83.24,PT
2021-06-11,37.08,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,82.29,PT
2021-06-14,37.08,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,88.96,PT
2021-06-15,37.08,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,90.72,PT
2021-06-16,37.08,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,94.63,PT
2021-06-17,37.08,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,93,PT
2021-06-18,37.08,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,92.67,PT
2021-06-21,37.75,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,82.55,PT
2021-06-22,37.75,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,89.53,PT
2021-06-23,37.75,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,89.88,PT
2021-06-24,37.75,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,85.73,PT
2021-06-25,37.75,,,,,,,,,,,,,,,,,32.62,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.43,30.07,,,,,,,86.57,PT
2021-06-28,39.01,,,,,,,,,,,,,,,,,33.88,,,,,,,,,,,,,,,,,33.15,,,,,,,,,,,,,,,,,31.69,31.33,,,,,,,86.44,PT
2021-06-29,38.76,,,,,,,,,,,,,,,,,33.88,,,,,,,,,,,,,,,,,33.15,,,,,,,,,,,,,,,,,31.69,31.33,,,,,,,93.49,PT
2021-06-30,38.18,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,93.89,PT
2021-07-01,38.83,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,92.44,PT
2021-07-02,38.83,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,99.8,PT
2021-07-05,38.0,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,93.85,PT
2021-07-06,37.85,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,93.57,PT
2021-07-07,37.55,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,98.72,PT
2021-07-08,37.55,,,,,,,,,,,,,,,,,33.38,,,,,,,,,,,,,,,,,32.67,,,,,,,,,,,,,,,,,31.23,30.87,,,,,,,93.67,PT
2021-07-09,37.8,,,,,,,,,,,,,,,,,33.63,,,,,,,,,,,,,,,,,32.92,,,,,,,,,,,,,,,,,31.48,31.12,,,,,,,93.5,PT
2021-07-12,37.8,,,,,,,,,,,,,,,,,33.63,,,,,,,,,,,,,,,,,32.92,,,,,,,,,,,,,,,,,31.48,31.12,,,,,,,86.68,PT
2021-07-13,37.8,,,,,,,,,,,,,,,,,32.81,,,,,,,,,,,,,,,,,32.12,,,,,,,,,,,,,,,,,30.72,30.36,,,,,,,94.39,PT
2021-07-14,37.8,,,,,,,,,,,,,,,,,32.81,,,,,,,,,,,,,,,,,32.12,,,,,,,,,,,,,,,,,30.72,30.36,,,,,,,84.46,PT
2021-07-15,38.66,,,,,,,,,,,,,,,,,32.69,,,,,,,,,,,,,,,,,32.01,,,,,,,,,,,,,,,,,30.61,30.25,,,,,,,87.18,PT
2021-07-16,38.52,,,,,,,,,,,,,,,,,32.57,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.5,30.14,,,,,,,87.32,PT
2021-07-19,38.52,,,,,,,,,,,,,,,,,32.57,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.5,30.14,,,,,,,98.65,PT
2021-07-20,39.57,,,,,,,,,,,,,,,,,32.57,,,,,,,,,,,,,,,,,31.89,,,,,,,,,,,,,,,,,30.5,30.14,,,,,,,101.11,PT
2021-07-21,39.0,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,106.57,PT
2021-07-22,39.5,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,101.52,PT
2021-07-23,39.5,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,95.89,PT
2021-07-26,39.85,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,99.52,PT
2021-07-27,39.85,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,99.05,PT
2021-07-28,39.85,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,95.57,PT
2021-07-29,39.45,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,98.83,PT
2021-07-30,39.45,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,95.37,PT
2021-08-02,39.45,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,103.07,PT
2021-08-03,39.45,,,,,,,,,,,,,,,,,32.94,,,,,,,,,,,,,,,,,32.25,,,,,,,,,,,,,,,,,30.85,30.48,,,,,,,106.27,PT
2021-08-04,38.65,,,,,,,,,,,,,,,,,32.27,,,,,,,,,,,,,,,,,31.59,,,,,,,,,,,,,,,,,30.22,29.86,,,,,,,105.24,PT
2021-08-05,38.63,,,,,,,,,,,,,,,,,32.27,,,,,,,,,,,,,,,,,31.59,,,,,,,,,,,,,,,,,30.22,29.86,,,,,,,101.6,PT
2021-08-06,38.63,,,,,,,,,,,,,,,,,32.27,,,,,,,,,,,,,,,,,31.59,,,,,,,,,,,,,,,,,30.22,29.86,,,,,,,97.22,PT
2021-08-09,38.63,,,,,,,,,,,,,,,,,32.27,,,,,,,,,,,,,,,,,31.59,,,,,,,,,,,,,,,,,30.22,29.86,,,,,,,106.74,PT
2021-08-10,38.63,,,,,,,,,,,,,,,,,32.27,,,,,,,,,,,,,,,,,31.59,,,,,,,,,,,,,,,,,30.22,29.86,,,,,,,111.88,PT
2021-08-11,39.28,,,,,,,,,,,,,,,,,32.92,,,,,,,,,,,,,,,,,32.24,,,,,,,,,,,,,,,,,30.87,30.51,,,,,,,113.99,PT
2021-08-12,39.23,,,,,,,,,,,,,,,,,32.87,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,115.83,PT
2021-08-13,39.23,,,,,,,,,,,,,,,,,32.87,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,117.29,PT
2021-08-16,39.46,,,,,,,,,,,,,,,,,33.69,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,88.92,PT
2021-08-17,39.46,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,89.5,PT
2021-08-18,39.46,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,106.79,PT
2021-08-19,39.46,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,113.4,PT
2021-08-20,39.46,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,117.14,PT
2021-08-23,40.25,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,99.76,PT
2021-08-24,40.25,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,102.06,PT
2021-08-25,40.25,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,116.73,PT
2021-08-26,40.25,,,,,,,,,,,,,,,,,34.19,,,,,,,,,,,,,,,,,32.19,,,,,,,,,,,,,,,,,30.82,30.46,,,,,,,122.76,PT
2021-08-27,40.45,,,,,,,,,,,,,,,,,34.39,,,,,,,,,,,,,,,,,32.39,,,,,,,,,,,,,,,,,31.02,30.66,,,,,,,118.99,PT
2021-08-30,40.45,,,,,,,,,,,,,,,,,34.39,,,,,,,,,,,,,,,,,32.39,,,,,,,,,,,,,,,,,31.02,30.66,,,,,,,124.45,PT
2021-08-31,40.45,,,,,,,,,,,,,,,,,34.39,,,,,,,,,,,,,,,,,32.39,,,,,,,,,,,,,,,,,31.02,30.66,,,,,,,130.53,PT
2021-09-01,40.65,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,132.47,PT
2021-09-02,40.65,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,140.23,PT
2021-09-03,41.45,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,137.7,PT
2021-09-06,41.45,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,132.65,PT
2021-09-07,41.45,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,127.36,PT
2021-09-08,41.45,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,135.65,PT
2021-09-09,41.45,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,141.71,PT
2021-09-10,41.45,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,152.32,PT
2021-09-13,41.95,,,,,,,,,,,,,,,,,34.59,,,,,,,,,,,,,,,,,32.59,,,,,,,,,,,,,,,,,31.22,30.86,,,,,,,154.16,PT
2021-09-14,42.25,,,,,,,,,,,,,,,,,34.89,,,,,,,,,,,,,,,,,32.89,,,,,,,,,,,,,,,,,31.52,31.16,,,,,,,153.43,PT
2021-09-15,42.5,,,,,,,,,,,,,,,,,35.14,,,,,,,,,,,,,,,,,33.14,,,,,,,,,,,,,,,,,31.77,31.41,,,,,,,172.78,PT
2021-09-16,42.25,,,,,,,,,,,,,,,,,34.89,,,,,,,,,,,,,,,,,32.89,,,,,,,,,,,,,,,,,31.52,31.16,,,,,,,188.18,PT
2021-09-17,42.25,,,,,,,,,,,,,,,,,34.89,,,,,,,,,,,,,,,,,32.89,,,,,,,,,,,,,,,,,31.52,31.16,,,,,,,166.29,PT
2021-09-20,42.25,,,,,,,,,,,,,,,,,34.89,,,,,,,,,,,,,,,,,32.89,,,,,,,,,,,,,,,,,31.52,31.16,,,,,,,156.75,PT
