TRADE_DATE,Cal-24,Q1-2024,Q2-2024,Q3-2024,Q4-2024,Cal-25,Q1-2025,Enero 2025,Febrero 2025,Marzo 2025,Q2-2025,Abril 2025,Mayo 2025,Junio 2025,Q3-2025,Julio 2025,Agosto 2025,Septiembre 2025,Q4-2025,Octubre 2025,Noviembre 2025,Diciembre 2025,Cal-26,Q1-26,Ene-26,Feb-26,Mar-26,Q2-26,Apr-26,May-26,Jun-26,Q3-26,Jul-26,Aug-26,Sep-26,Q4-26,Oct-26,Nov-26,Dic-26,Cal-27,Q1-27,Ene-27,Feb-27,Mar-27,Q2-27,Apr-27,May-27,Jun-27,Q3-27,Jul-27,Aug-27,Sep-27,Q4-27,Oct-27,Nov-27,Dic-27,Cal-28,Q1-28,Ene-28,Feb-28,Mar-28,Q2-28,Apr-28,May-28,Jun-28,Q3-28,Jul-28,Aug-28,Sep-28,Q4-28,Oct-28,Nov-28,Dic-28,Cal-29,Cal-30,Cal-31,Cal-32,Cal-33,Cal-34,Cal-35,Cal-36,PPA 26/30,PPA 27/31,Spot,ZONE
2020-11-10,,,,,,41.25,,,,,,,,,,,,,,,,,41.49,,,,,,,,,,,,,,,,,40.76,,,,,,,,,,,,,,,,,39.99,,,,,,,,,,,,,,,,,39.82,39.66,,,,,,,,,50.67,ES
2020-11-11,,,,,,41.3,,,,,,,,,,,,,,,,,41.79,,,,,,,,,,,,,,,,,41.06,,,,,,,,,,,,,,,,,40.29,,,,,,,,,,,,,,,,,40.12,39.96,,,,,,,,,43.3,ES
2020-11-12,,,,,,41.45,,,,,,,,,,,,,,,,,41.54,,,,,,,,,,,,,,,,,40.81,,,,,,,,,,,,,,,,,40.04,,,,,,,,,,,,,,,,,39.87,39.71,,,,,,,,,45.35,ES
2020-11-13,,,,,,41.3,,,,,,,,,,,,,,,,,41.54,,,,,,,,,,,,,,,,,40.81,,,,,,,,,,,,,,,,,40.04,,,,,,,,,,,,,,,,,39.87,39.71,,,,,,,,,44.52,ES
2020-11-16,,,,,,41.1,,,,,,,,,,,,,,,,,41.69,,,,,,,,,,,,,,,,,40.96,,,,,,,,,,,,,,,,,40.19,,,,,,,,,,,,,,,,,40.02,39.86,,,,,,,,,42.48,ES
2020-11-17,,,,,,40.85,,,,,,,,,,,,,,,,,41.49,,,,,,,,,,,,,,,,,40.76,,,,,,,,,,,,,,,,,39.99,,,,,,,,,,,,,,,,,39.82,39.66,,,,,,,,,44.75,ES
2020-11-18,,,,,,40.81,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,39.94,,,,,,,,,,,,,,,,,39.17,,,,,,,,,,,,,,,,,39.0,38.84,,,,,,,,,42.46,ES
2020-11-19,,,,,,40.85,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,39.23,,,,,,,,,,,,,,,,,39.06,38.9,,,,,,,,,39.08,ES
2020-11-20,,,,,,40.85,,,,,,,,,,,,,,,,,40.77,,,,,,,,,,,,,,,,,40.1,,,,,,,,,,,,,,,,,39.33,,,,,,,,,,,,,,,,,39.16,39.0,,,,,,,,,41.3,ES
2020-11-23,,,,,,41.0,,,,,,,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,40.03,,,,,,,,,,,,,,,,,39.26,,,,,,,,,,,,,,,,,39.09,38.93,,,,,,,,,50.51,ES
2020-11-24,,,,,,40.9,,,,,,,,,,,,,,,,,40.82,,,,,,,,,,,,,,,,,40.15,,,,,,,,,,,,,,,,,39.38,,,,,,,,,,,,,,,,,39.21,39.05,,,,,,,,,46.68,ES
2020-11-25,,,,,,41.05,,,,,,,,,,,,,,,,,40.92,,,,,,,,,,,,,,,,,40.25,,,,,,,,,,,,,,,,,39.48,,,,,,,,,,,,,,,,,39.31,39.15,,,,,,,,,47.34,ES
2020-11-26,,,,,,41.4,,,,,,,,,,,,,,,,,41.12,,,,,,,,,,,,,,,,,40.45,,,,,,,,,,,,,,,,,39.68,,,,,,,,,,,,,,,,,39.51,39.35,,,,,,,,,48.16,ES
2020-11-27,,,,,,41.4,,,,,,,,,,,,,,,,,41.22,,,,,,,,,,,,,,,,,40.55,,,,,,,,,,,,,,,,,39.78,,,,,,,,,,,,,,,,,39.61,39.45,,,,,,,,,52.56,ES
2020-11-30,,,,,,40.95,,,,,,,,,,,,,,,,,40.77,,,,,,,,,,,,,,,,,40.1,,,,,,,,,,,,,,,,,39.33,,,,,,,,,,,,,,,,,39.16,39.0,,,,,,,,,52.23,ES
2020-12-01,,,,,,40.9,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,39.23,,,,,,,,,,,,,,,,,39.06,38.9,,,,,,,,,50.36,ES
2020-12-02,,,,,,41.0,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,39.23,,,,,,,,,,,,,,,,,39.06,38.9,,,,,,,,,49.46,ES
2020-12-03,,,,,,41.2,,,,,,,,,,,,,,,,,40.72,,,,,,,,,,,,,,,,,40.05,,,,,,,,,,,,,,,,,39.28,,,,,,,,,,,,,,,,,39.11,38.95,,,,,,,,,49.49,ES
2020-12-04,,,,,,41.2,,,,,,,,,,,,,,,,,40.97,,,,,,,,,,,,,,,,,40.3,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,39.36,39.2,,,,,,,,,43.36,ES
2020-12-07,,,,,,41.6,,,,,,,,,,,,,,,,,41.12,,,,,,,,,,,,,,,,,40.45,,,,,,,,,,,,,,,,,39.68,,,,,,,,,,,,,,,,,39.51,39.35,,,,,,,,,38.02,ES
2020-12-08,,,,,,41.3,,,,,,,,,,,,,,,,,41.12,,,,,,,,,,,,,,,,,40.45,,,,,,,,,,,,,,,,,39.68,,,,,,,,,,,,,,,,,39.51,39.35,,,,,,,,,27.48,ES
2020-12-09,,,,,,41.4,,,,,,,,,,,,,,,,,41.57,,,,,,,,,,,,,,,,,40.9,,,,,,,,,,,,,,,,,40.13,,,,,,,,,,,,,,,,,39.96,39.8,,,,,,,,,47.52,ES
2020-12-10,,,,,,42.45,,,,,,,,,,,,,,,,,42.52,,,,,,,,,,,,,,,,,41.85,,,,,,,,,,,,,,,,,41.08,,,,,,,,,,,,,,,,,40.91,40.75,,,,,,,,,43.42,ES
2020-12-11,,,,,,42.95,,,,,,,,,,,,,,,,,42.62,,,,,,,,,,,,,,,,,41.95,,,,,,,,,,,,,,,,,41.18,,,,,,,,,,,,,,,,,41.01,40.85,,,,,,,,,37.25,ES
2020-12-14,,,,,,42.01,,,,,,,,,,,,,,,,,42.37,,,,,,,,,,,,,,,,,41.7,,,,,,,,,,,,,,,,,40.93,,,,,,,,,,,,,,,,,40.76,40.6,,,,,,,,,46.49,ES
2020-12-15,,,,,,41.25,,,,,,,,,,,,,,,,,43.62,,,,,,,,,,,,,,,,,42.95,,,,,,,,,,,,,,,,,42.18,,,,,,,,,,,,,,,,,42.01,41.85,,,,,,,,,48.92,ES
2020-12-16,,,,,,40.95,,,,,,,,,,,,,,,,,40.26,,,,,,,,,,,,,,,,,40.26,,,,,,,,,,,,,,,,,39.49,,,,,,,,,,,,,,,,,39.32,39.16,,,,,,,,,49.34,ES
2020-12-17,,,,,,41.15,,,,,,,,,,,,,,,,,39.98,,,,,,,,,,,,,,,,,39.98,,,,,,,,,,,,,,,,,39.21,,,,,,,,,,,,,,,,,39.04,38.88,,,,,,,,,56.87,ES
2020-12-18,,,,,,41.5,,,,,,,,,,,,,,,,,39.41,,,,,,,,,,,,,,,,,39.41,,,,,,,,,,,,,,,,,38.64,,,,,,,,,,,,,,,,,38.47,38.31,,,,,,,,,49.11,ES
2020-12-21,,,,,,41.75,,,,,,,,,,,,,,,,,39.41,,,,,,,,,,,,,,,,,39.41,,,,,,,,,,,,,,,,,38.64,,,,,,,,,,,,,,,,,38.47,38.31,,,,,,,,,46.79,ES
2020-12-22,,,,,,42.2,,,,,,,,,,,,,,,,,40.11,,,,,,,,,,,,,,,,,40.11,,,,,,,,,,,,,,,,,39.34,,,,,,,,,,,,,,,,,39.17,39.01,,,,,,,,,46.71,ES
2020-12-23,,,,,,41.85,,,,,,,,,,,,,,,,,40.06,,,,,,,,,,,,,,,,,40.06,,,,,,,,,,,,,,,,,39.29,,,,,,,,,,,,,,,,,39.12,38.96,,,,,,,,,46.3,ES
2020-12-24,,,,,,41.7,,,,,,,,,,,,,,,,,40.21,,,,,,,,,,,,,,,,,40.21,,,,,,,,,,,,,,,,,39.44,,,,,,,,,,,,,,,,,39.27,39.11,,,,,,,,,39.94,ES
2020-12-28,,,,,,42.35,,,,,,,,,,,,,,,,,40.71,,,,,,,,,,,,,,,,,40.71,,,,,,,,,,,,,,,,,39.94,,,,,,,,,,,,,,,,,39.77,39.61,,,,,,,,,20.04,ES
2020-12-29,,,,,,42.2,,,,,,,,,,,,,,,,,40.01,,,,,,,,,,,,,,,,,40.01,,,,,,,,,,,,,,,,,39.24,,,,,,,,,,,,,,,,,39.07,38.91,,,,,,,,,38.66,ES
2020-12-30,,,,,,42.15,,,,,,,,,,,,,,,,,40.82,,,,,,,,,,,,,,,,,40.71,,,,,,,,,,,,,,,,,40.11,,,,,,,,,,,,,,,,,39.91,39.72,,,,,,,,,48.98,ES
2020-12-31,,,,,,42.15,,,,,,,,,,,,,,,,,41.09,,,,,,,,,,,,,,,,,40.98,,,,,,,,,,,,,,,,,40.38,,,,,,,,,,,,,,,,,40.18,39.99,,,,,,,,,48.66,ES
2021-01-04,,,,,,42.15,,,,,,,,,,,,,,,,,41.47,,,,,,,,,,,,,,,,,41.36,,,,,,,,,,,,,,,,,40.76,,,,,,,,,,,,,,,,,40.56,40.37,40.37,,,,,,,,59.85,ES
2021-01-05,,,,,,41.9,,,,,,,,,,,,,,,,,41.34,,,,,,,,,,,,,,,,,41.23,,,,,,,,,,,,,,,,,40.63,,,,,,,,,,,,,,,,,40.43,40.24,40.24,,,,,,,,67.55,ES
2021-01-06,,,,,,42.0,,,,,,,,,,,,,,,,,40.92,,,,,,,,,,,,,,,,,40.81,,,,,,,,,,,,,,,,,40.21,,,,,,,,,,,,,,,,,40.01,39.82,39.82,,,,,,,,70.6,ES
2021-01-07,,,,,,41.85,,,,,,,,,,,,,,,,,40.92,,,,,,,,,,,,,,,,,40.81,,,,,,,,,,,,,,,,,40.21,,,,,,,,,,,,,,,,,40.01,39.82,39.82,,,,,,,,88.93,ES
2021-01-08,,,,,,41.75,,,,,,,,,,,,,,,,,40.97,,,,,,,,,,,,,,,,,40.86,,,,,,,,,,,,,,,,,40.26,,,,,,,,,,,,,,,,,40.06,39.87,39.87,,,,,,,,94.99,ES
2021-01-11,,,,,,41.55,,,,,,,,,,,,,,,,,40.32,,,,,,,,,,,,,,,,,40.21,,,,,,,,,,,,,,,,,39.61,,,,,,,,,,,,,,,,,39.41,39.22,39.22,,,,,,,,82.45,ES
2021-01-12,,,,,,41.45,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,40.56,,,,,,,,,,,,,,,,,39.96,,,,,,,,,,,,,,,,,39.76,39.57,39.57,,,,,,,,84.25,ES
2021-01-13,,,,,,41.6,,,,,,,,,,,,,,,,,40.57,,,,,,,,,,,,,,,,,40.46,,,,,,,,,,,,,,,,,39.86,,,,,,,,,,,,,,,,,39.66,39.47,39.47,,,,,,,,89.94,ES
2021-01-14,,,,,,42.1,,,,,,,,,,,,,,,,,40.77,,,,,,,,,,,,,,,,,40.66,,,,,,,,,,,,,,,,,40.06,,,,,,,,,,,,,,,,,39.86,39.67,39.67,,,,,,,,87.25,ES
2021-01-15,,,,,,41.95,,,,,,,,,,,,,,,,,40.62,,,,,,,,,,,,,,,,,40.51,,,,,,,,,,,,,,,,,39.91,,,,,,,,,,,,,,,,,39.71,39.52,39.52,,,,,,,,78.42,ES
2021-01-18,,,,,,41.85,,,,,,,,,,,,,,,,,40.55,,,,,,,,,,,,,,,,,40.44,,,,,,,,,,,,,,,,,39.84,,,,,,,,,,,,,,,,,39.64,39.45,39.45,,,,,,,,82.08,ES
2021-01-19,,,,,,41.8,,,,,,,,,,,,,,,,,40.62,,,,,,,,,,,,,,,,,40.51,,,,,,,,,,,,,,,,,39.91,,,,,,,,,,,,,,,,,39.71,39.52,39.52,,,,,,,,76.47,ES
2021-01-20,,,,,,41.4,,,,,,,,,,,,,,,,,40.62,,,,,,,,,,,,,,,,,40.51,,,,,,,,,,,,,,,,,39.91,,,,,,,,,,,,,,,,,39.71,39.52,39.52,,,,,,,,51.66,ES
2021-01-21,,,,,,41.6,,,,,,,,,,,,,,,,,40.62,,,,,,,,,,,,,,,,,40.51,,,,,,,,,,,,,,,,,39.91,,,,,,,,,,,,,,,,,39.71,39.52,39.52,,,,,,,,41.64,ES
2021-01-22,,,,,,41.8,,,,,,,,,,,,,,,,,40.42,,,,,,,,,,,,,,,,,40.31,,,,,,,,,,,,,,,,,39.71,,,,,,,,,,,,,,,,,39.51,39.32,39.32,,,,,,,,41.97,ES
2021-01-25,,,,,,41.85,,,,,,,,,,,,,,,,,40.52,,,,,,,,,,,,,,,,,40.41,,,,,,,,,,,,,,,,,39.81,,,,,,,,,,,,,,,,,39.61,39.42,39.42,,,,,,,,59.42,ES
2021-01-26,,,,,,41.85,,,,,,,,,,,,,,,,,40.32,,,,,,,,,,,,,,,,,40.21,,,,,,,,,,,,,,,,,39.61,,,,,,,,,,,,,,,,,39.41,39.22,39.22,,,,,,,,65.98,ES
2021-01-27,,,,,,41.45,,,,,,,,,,,,,,,,,40.27,,,,,,,,,,,,,,,,,40.16,,,,,,,,,,,,,,,,,39.56,,,,,,,,,,,,,,,,,39.36,39.17,39.17,,,,,,,,59.77,ES
2021-01-28,,,,,,41.6,,,,,,,,,,,,,,,,,40.22,,,,,,,,,,,,,,,,,40.11,,,,,,,,,,,,,,,,,39.51,,,,,,,,,,,,,,,,,39.31,39.12,39.12,,,,,,,,55.39,ES
2021-01-29,,,,,,41.6,,,,,,,,,,,,,,,,,40.09,,,,,,,,,,,,,,,,,39.98,,,,,,,,,,,,,,,,,39.38,,,,,,,,,,,,,,,,,39.18,38.99,38.99,,,,,,,,47.39,ES
2021-02-01,,,,,,41.95,,,,,,,,,,,,,,,,,40.24,,,,,,,,,,,,,,,,,40.13,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,39.33,39.14,39.14,,,,,,,,11.9,ES
2021-02-02,,,,,,41.85,,,,,,,,,,,,,,,,,40.24,,,,,,,,,,,,,,,,,40.13,,,,,,,,,,,,,,,,,39.53,,,,,,,,,,,,,,,,,39.33,39.14,39.14,,,,,,,,26.34,ES
2021-02-03,,,,,,41.7,,,,,,,,,,,,,,,,,40.19,,,,,,,,,,,,,,,,,40.08,,,,,,,,,,,,,,,,,39.48,,,,,,,,,,,,,,,,,39.28,39.09,39.09,,,,,,,,36.26,ES
2021-02-04,,,,,,40.85,,,,,,,,,,,,,,,,,40.29,,,,,,,,,,,,,,,,,40.18,,,,,,,,,,,,,,,,,39.58,,,,,,,,,,,,,,,,,39.38,39.19,39.19,,,,,,,,52.2,ES
2021-02-05,,,,,,40.5,,,,,,,,,,,,,,,,,40.44,,,,,,,,,,,,,,,,,40.33,,,,,,,,,,,,,,,,,39.73,,,,,,,,,,,,,,,,,39.53,39.34,39.34,,,,,,,,50.99,ES
2021-02-08,,,,,,40.4,,,,,,,,,,,,,,,,,40.74,,,,,,,,,,,,,,,,,40.63,,,,,,,,,,,,,,,,,40.03,,,,,,,,,,,,,,,,,39.83,39.64,39.64,,,,,,,,8.3,ES
2021-02-09,,,,,,40.4,,,,,,,,,,,,,,,,,40.34,,,,,,,,,,,,,,,,,40.23,,,,,,,,,,,,,,,,,39.63,,,,,,,,,,,,,,,,,39.43,39.24,39.24,,,,,,,,7.1,ES
2021-02-10,,,,,,40.3,,,,,,,,,,,,,,,,,40.44,,,,,,,,,,,,,,,,,40.33,,,,,,,,,,,,,,,,,39.73,,,,,,,,,,,,,,,,,39.53,39.34,39.34,,,,,,,,26.26,ES
2021-02-11,,,,,,40.25,,,,,,,,,,,,,,,,,39.62,,,,,,,,,,,,,,,,,39.51,,,,,,,,,,,,,,,,,38.91,,,,,,,,,,,,,,,,,38.71,38.52,38.52,,,,,,,,48.0,ES
2021-02-12,,,,,,40.25,,,,,,,,,,,,,,,,,39.87,,,,,,,,,,,,,,,,,39.76,,,,,,,,,,,,,,,,,39.16,,,,,,,,,,,,,,,,,38.96,38.77,38.77,,,,,,,,36.94,ES
2021-02-15,,,,,,40.25,,,,,,,,,,,,,,,,,39.47,,,,,,,,,,,,,,,,,39.36,,,,,,,,,,,,,,,,,38.76,,,,,,,,,,,,,,,,,38.56,38.37,38.37,,,,,,,,14.85,ES
2021-02-16,,,,,,40.1,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,39.45,,,,,,,,,,,,,,,,,38.9,,,,,,,,,,,,,,,,,38.65,38.5,38.45,,,,,,,,23.98,ES
2021-02-17,,,,,,40.3,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,39.45,,,,,,,,,,,,,,,,,38.9,,,,,,,,,,,,,,,,,38.65,38.5,38.45,,,,,,,,41.93,ES
2021-02-18,,,,,,40.33,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,39.55,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,38.75,38.6,38.55,,,,,,,,36.18,ES
2021-02-19,,,,,,40.45,,,,,,,,,,,,,,,,,39.75,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,39.05,,,,,,,,,,,,,,,,,38.8,38.65,38.6,,,,,,,,22.27,ES
2021-02-22,,,,,,39.65,,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,,,,39.25,,,,,,,,,,,,,,,,,38.7,,,,,,,,,,,,,,,,,38.45,38.3,38.25,,,,,,,,39.39,ES
2021-02-23,,,,,,39.5,,,,,,,,,,,,,,,,,39.65,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,38.95,,,,,,,,,,,,,,,,,38.7,38.55,38.5,,,,,,,,43.65,ES
2021-02-24,,,,,,39.45,,,,,,,,,,,,,,,,,39.65,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,38.95,,,,,,,,,,,,,,,,,38.7,38.55,38.5,,,,,,,,24.82,ES
2021-02-25,,,,,,39.6,,,,,,,,,,,,,,,,,39.85,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,39.15,,,,,,,,,,,,,,,,,38.9,38.75,38.7,,,,,,,,45.83,ES
2021-02-26,,,,,,39.7,,,,,,,,,,,,,,,,,39.65,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,38.95,,,,,,,,,,,,,,,,,38.7,38.55,38.5,,,,,,,,46.09,ES
2021-03-01,,,,,,39.7,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,39.55,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,38.75,38.6,38.55,,,,,,,,42.24,ES
2021-03-02,,,,,,39.7,,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,,,,39.25,,,,,,,,,,,,,,,,,38.7,,,,,,,,,,,,,,,,,38.45,38.3,38.25,,,,,,,,52.67,ES
2021-03-03,,,,,,39.55,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,39.55,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,38.75,38.6,38.55,,,,,,,,53.24,ES
2021-03-04,,,,,,39.55,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,39.35,,,,,,,,,,,,,,,,,38.8,,,,,,,,,,,,,,,,,38.55,38.4,38.35,,,,,,,,55.43,ES
2021-03-05,,,,,,39.15,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,39.35,,,,,,,,,,,,,,,,,38.8,,,,,,,,,,,,,,,,,38.55,38.4,38.35,,,,,,,,52.45,ES
2021-03-08,,,,,,39.15,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,39.45,,,,,,,,,,,,,,,,,38.9,,,,,,,,,,,,,,,,,38.65,38.5,38.45,,,,,,,,54.43,ES
2021-03-09,,,,,,39.05,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,38.85,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,,,,38.05,37.9,37.85,,,,,,,,56.88,ES
2021-03-10,,,,,,38.95,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,38.85,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,,,,38.05,37.9,37.85,,,,,,,,55.87,ES
2021-03-11,,,,,,39.15,,,,,,,,,,,,,,,,,38.25,,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,37.55,,,,,,,,,,,,,,,,,37.3,37.15,37.1,,,,,,,,40.76,ES
2021-03-12,,,,,,38.9,,,,,,,,,,,,,,,,,38.25,,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,37.55,,,,,,,,,,,,,,,,,37.3,37.15,37.1,,,,,,,,40.16,ES
2021-03-15,,,,,,39.05,,,,,,,,,,,,,,,,,38.25,,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,37.55,,,,,,,,,,,,,,,,,37.3,37.15,37.1,,,,,,,,47.59,ES
2021-03-16,,,,,,39.15,,,,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,,,,37.95,,,,,,,,,,,,,,,,,37.4,,,,,,,,,,,,,,,,,37.15,37.0,36.95,,,,,,,,34.51,ES
2021-03-17,,,,,,38.85,,,,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,38.25,,,,,,,,,,,,,,,,,37.7,,,,,,,,,,,,,,,,,37.45,37.3,37.25,,,,,,,,17.35,ES
2021-03-18,,,,,,38.85,,,,,,,,,,,,,,,,,38.09,,,,,,,,,,,,,,,,,37.94,,,,,,,,,,,,,,,,,37.39,,,,,,,,,,,,,,,,,37.14,36.99,36.94,,,,,,,,32.77,ES
2021-03-19,,,,,,38.85,,,,,,,,,,,,,,,,,38.16,,,,,,,,,,,,,,,,,38.01,,,,,,,,,,,,,,,,,37.46,,,,,,,,,,,,,,,,,37.21,37.06,37.01,,,,,,,,29.66,ES
2021-03-22,,,,,,39.0,,,,,,,,,,,,,,,,,38.35,,,,,,,,,,,,,,,,,38.2,,,,,,,,,,,,,,,,,37.65,,,,,,,,,,,,,,,,,37.4,37.25,37.2,,,,,,,,55.79,ES
2021-03-23,,,,,,39.0,,,,,,,,,,,,,,,,,38.18,,,,,,,,,,,,,,,,,38.03,,,,,,,,,,,,,,,,,37.48,,,,,,,,,,,,,,,,,37.23,37.08,37.03,,,,,,,,64.47,ES
2021-03-24,,,,,,39.0,,,,,,,,,,,,,,,,,38.33,,,,,,,,,,,,,,,,,38.18,,,,,,,,,,,,,,,,,37.63,,,,,,,,,,,,,,,,,37.38,37.23,37.18,,,,,,,,64.82,ES
2021-03-25,,,,,,39.55,,,,,,,,,,,,,,,,,37.93,,,,,,,,,,,,,,,,,37.78,,,,,,,,,,,,,,,,,37.23,,,,,,,,,,,,,,,,,36.98,36.83,36.78,,,,,,,,66.35,ES
2021-03-26,,,,,,39.5,,,,,,,,,,,,,,,,,38.18,,,,,,,,,,,,,,,,,38.03,,,,,,,,,,,,,,,,,37.48,,,,,,,,,,,,,,,,,37.23,37.08,37.03,,,,,,,,60.31,ES
2021-03-29,,,,,,39.5,,,,,,,,,,,,,,,,,38.35,,,,,,,,,,,,,,,,,38.2,,,,,,,,,,,,,,,,,37.65,,,,,,,,,,,,,,,,,37.4,37.25,37.2,,,,,,,,45.69,ES
2021-03-30,,,,,,39.9,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,38.85,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,,,,38.05,37.9,37.85,,,,,,,,53.53,ES
2021-03-31,,,,,,39.5,,,,,,,,,,,,,,,,,38.75,,,,,,,,,,,,,,,,,38.6,,,,,,,,,,,,,,,,,38.05,,,,,,,,,,,,,,,,,37.8,37.65,37.6,,,,,,,,55.16,ES
2021-04-01,,,,,,39.4,,,,,,,,,,,,,,,,,39.07,,,,,,,,,,,,,,,,,38.92,,,,,,,,,,,,,,,,,38.37,,,,,,,,,,,,,,,,,38.12,37.97,37.92,,,,,,,,52.12,ES
2021-04-06,,,,,,39.4,,,,,,,,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,38.95,,,,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,38.15,38.0,37.95,,,,,,,,55.97,ES
2021-04-07,,,,,,39.35,,,,,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,39.15,,,,,,,,,,,,,,,,,38.6,,,,,,,,,,,,,,,,,38.35,38.2,38.15,,,,,,,,66.11,ES
2021-04-08,,,,,,39.2,,,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,,39.05,,,,,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,,,,38.25,38.1,38.05,,,,,,,,69.78,ES
2021-04-09,,,,,,39.35,,,,,,,,,,,,,,,,,39.35,,,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,,38.65,,,,,,,,,,,,,,,,,38.4,38.25,38.2,,,,,,,,71.87,ES
2021-04-12,,,,,,39.4,,,,,,,,,,,,,,,,,39.65,,,,,,,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,38.95,,,,,,,,,,,,,,,,,38.7,38.55,38.5,,,,,,,,63.04,ES
2021-04-13,,,,,,39.35,,,,,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,39.15,,,,,,,,,,,,,,,,,38.6,,,,,,,,,,,,,,,,,38.35,38.2,38.15,,,,,,,,75.5,ES
2021-04-14,,,,,,39.1,,,,,,,,,,,,,,,,,39.45,,,,,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,38.75,,,,,,,,,,,,,,,,,38.5,38.35,38.3,,,,,,,,73.96,ES
2021-04-15,,,,,,39.15,,,,,,,,,,,,,,,,,40.28,,,,,,,,,,,,,,,,,40.13,,,,,,,,,,,,,,,,,39.58,,,,,,,,,,,,,,,,,39.33,39.18,39.13,,,,,,,,68.19,ES
2021-04-16,,,,,,37.35,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,39.45,,,,,,,,,,,,,,,,,38.9,,,,,,,,,,,,,,,,,38.65,38.5,38.45,,,,,,,,68.93,ES
2021-04-19,,,,,,37.15,,,,,,,,,,,,,,,,,34.97,,,,,,,,,,,,,,,,,34.84,,,,,,,,,,,,,,,,,34.36,,,,,,,,,,,,,,,,,34.14,34.0,33.96,,,,,,,,79.03,ES
2021-04-20,,,,,,37.15,,,,,,,,,,,,,,,,,33.96,,,,,,,,,,,,,,,,,33.83,,,,,,,,,,,,,,,,,33.37,,,,,,,,,,,,,,,,,33.15,33.02,32.98,,,,,,,,78.58,ES
2021-04-21,,,,,,37.15,,,,,,,,,,,,,,,,,34.21,,,,,,,,,,,,,,,,,34.08,,,,,,,,,,,,,,,,,33.62,,,,,,,,,,,,,,,,,33.4,33.27,33.23,,,,,,,,79.6,ES
2021-04-22,,,,,,38.0,,,,,,,,,,,,,,,,,34.81,,,,,,,,,,,,,,,,,34.68,,,,,,,,,,,,,,,,,34.22,,,,,,,,,,,,,,,,,34.0,33.87,33.83,,,,,,,,74.41,ES
